InventoryID,StoreID,ProductID,StockQuantity,ReorderLevel,LastUpdated
4795,19,449,316,59,2025-02-10
4796,17,103,414,56,2022-02-17
4797,21,305,299,21,2025-06-11
4798,6,337,39,50,2025-06-26
4799,17,249,164,29,2024-07-25
4800,2,435,428,20,2023-01-18
4801,6,84,271,54,2022-08-22
4802,22,148,233,24,2022-06-12
4803,22,22,293,25,2025-08-24
4804,12,386,471,36,2022-11-12
4805,12,379,86,25,2024-05-25
4806,19,304,42,21,2022-08-20
4807,17,345,484,36,2022-10-20
4808,10,29,47,10,2024-01-05
4809,3,51,109,43,2024-10-13
4810,1,324,281,48,2023-12-29
4811,26,364,92,27,2025-08-01
4812,19,148,288,40,2025-08-01
4813,18,262,346,47,2024-11-11
4814,2,97,191,59,2024-10-28
4815,3,145,400,29,2023-08-23
4816,1,333,200,13,2022-03-26
4817,18,418,25,14,2025-07-03
4818,13,426,375,22,2025-10-10
4819,24,368,444,35,2024-01-03
4820,28,5,201,55,2024-06-25
4821,17,223,107,55,2025-05-22
4822,22,124,353,17,2023-02-10
4823,13,433,236,50,2025-06-04
4824,14,97,32,30,2025-12-09
4825,23,423,304,55,2022-12-20
4826,28,388,458,58,2022-03-08
4827,10,312,107,27,2024-04-05
4828,24,210,371,46,2025-06-02
4829,29,346,167,55,2023-03-10
4830,11,175,402,52,2023-06-07
4831,13,300,173,55,2023-07-11
4832,10,122,187,57,2025-03-13
4833,11,132,204,41,2024-04-23
4834,25,256,344,17,2025-10-20
4835,20,303,159,50,2023-04-16
4836,14,395,142,51,2022-10-04
4837,11,285,386,46,2023-12-26
4838,6,380,227,32,2023-02-06
4839,26,171,188,40,2025-08-19
4840,12,342,454,42,2024-03-08
4841,9,173,20,55,2024-05-15
4842,26,240,-90,21,2025-01-24
4843,2,75,50,15,2022-09-15
4844,23,392,233,44,2025-05-18
4845,2,412,480,21,2025-06-28
4846,26,50,429,22,2024-08-24
4847,11,296,247,28,2023-09-09
4848,17,390,319,13,2025-08-31
4849,16,25,54,30,2022-12-16
4850,6,383,40,30,2025-08-16
4851,22,259,130,39,2023-02-19
4852,4,60,216,39,2022-06-27
4853,12,355,350,56,2025-05-20
4854,3,337,198,25,2024-05-13
4855,26,27,344,13,2022-07-29
4856,13,59,25,28,2023-06-30
4857,15,24,485,19,2024-01-12
4858,17,434,486,30,2023-10-24
4859,25,53,478,12,2024-05-14
4860,2,301,0,31,2025-04-15
4861,8,27,53,15,2023-07-22
4862,4,184,98,19,2025-03-26
4863,10,207,156,55,2022-08-04
4864,18,267,224,14,2024-11-30
4865,9,104,64,53,2022-03-09
4866,11,74,145,60,2025-05-02
4867,27,374,364,40,2025-03-29
4868,19,32,402,14,2022-07-13
4869,15,261,87,35,2022-01-08
4870,22,434,377,45,2023-03-19
4871,4,108,133,20,2023-03-31
4872,17,226,100,44,2022-01-08
4873,8,397,-276,51,2023-09-05
4874,26,246,12,58,2024-03-19
4875,3,256,89,53,2024-09-09
4876,29,239,160,12,2022-12-25
4877,14,36,236,12,2022-02-10
4878,14,149,89,44,2024-11-01
4879,1,66666,14,45,2025-10-27
4880,3,66666,299,30,2022-07-07
4881,27,365,43,43,2022-08-14
4882,1,338,280,13,2023-12-08
4883,30,111,353,40,2024-01-04
4884,28,213,151,30,2022-03-04
4885,21,29,304,13,2023-10-31
4886,17,304,174,10,2024-10-21
4887,18,347,124,53,2023-05-19
4888,15,76,68,34,2023-09-02
4889,29,42,269,26,2025-08-21
4890,24,239,47,25,2023-02-02
4891,19,94,16,32,2022-11-21
4892,26,213,451,19,2024-05-08
4893,5,72,417,58,2022-12-15
4894,5,339,495,58,2025-07-22
4895,26,412,405,39,2025-05-10
4896,6,280,226,54,2025-06-13
4897,12,64,68,27,2023-01-04
4898,23,441,205,15,2025-07-03
4899,24,277,394,35,2023-12-09
4900,5,408,32,41,2024-07-08
4901,8,346,29,60,2025-08-01
4902,8,249,114,25,2024-01-09
4903,25,203,102,45,2025-04-23
4904,23,425,301,54,2024-08-25
4905,11,166,37,43,2025-12-13
4906,4,172,25,37,2023-10-14
4907,7,312,460,56,2022-03-25
4908,12,94,43,42,2025-02-19
4909,28,375,44,41,2025-12-17
4910,16,40,387,34,2023-09-19
4911,12,361,242,37,2022-06-14
4912,27,21,96,28,2024-12-08
4913,27,144,295,10,2024-08-31
4914,3,122,436,31,2025-12-23
4915,1,5,446,29,2022-11-19
4916,21,415,152,22,2025-09-07
4917,14,212,416,34,2022-05-12
4918,7,203,218,56,2025-02-04
4919,1,343,317,46,2024-08-04
4920,24,58,237,46,2023-10-19
4921,12,271,216,57,2025-07-30
4922,15,276,277,21,2022-01-29
4923,22,313,374,45,2023-10-27
4924,4,14,44,15,2025-01-09
4925,19,95,291,46,2023-12-06
4926,5,240,152,40,2023-05-10
4927,11,51,170,55,2024-01-03
4928,14,147,134,57,2023-08-10
4929,18,293,274,45,2022-01-14
4930,5,236,407,35,2024-05-28
4931,16,438,103,29,2024-10-04
4932,20,192,32,57,2022-05-11
4933,10,330,176,21,2025-01-11
4934,1,285,172,16,2022-03-10
4935,3,279,23,36,2023-10-06
4936,2,449,454,56,2025-04-07
4937,2,245,369,34,2025-08-17
4938,13,130,40,43,2025-08-01
4939,4,3,222,34,2022-12-15
4940,16,194,25,20,2023-03-13
4941,5,302,169,51,2025-06-16
4942,28,319,33,43,2024-11-05
4943,17,328,178,13,2024-08-14
4944,18,425,88,39,2024-09-18
4945,21,421,88,29,2023-07-12
4946,24,216,189,12,2023-11-19
4947,18,343,226,22,2022-01-27
4948,22,218,352,27,2025-07-21
4949,13,127,419,15,2024-01-28
4950,27,65,97,29,2024-06-20
4951,23,332,407,15,2024-04-26
4952,6,261,276,53,2025-01-08
4953,15,236,395,57,2024-10-24
4954,26,212,417,28,2022-09-23
4955,23,19,89,15,2022-07-11
4956,26,226,254,49,2022-12-31
4957,24,133,16,17,2024-04-10
4958,28,279,69,45,2024-07-01
4959,17,386,177,58,2022-07-18
4960,18,214,62,46,2023-08-02
4961,27,399,79,41,2024-02-02
4962,2,283,155,17,2023-03-23
4963,5,394,312,40,2022-10-22
4964,24,78,268,20,2024-08-05
4965,27,224,295,50,2023-03-21
4966,15,440,223,25,2022-08-11
4967,28,110,229,55,2025-11-06
4968,11,213,471,59,2022-11-20
4969,16,223,103,37,2025-06-27
4970,23,79,17,27,2023-02-22
4971,5,448,480,36,2024-09-11
4972,11,81,32,15,2025-02-20
4973,25,216,474,20,2025-01-10
4974,5,368,47,54,2024-12-06
4975,3,141,215,55,2022-08-16
4976,7,340,403,40,2022-08-09
4977,23,279,389,35,2022-11-11
4978,7,40,159,22,2025-07-20
4979,21,124,29,41,2024-05-03
4980,11,416,473,29,2025-12-07
4981,2,314,-198,16,2023-09-20
4982,19,130,11,11,2024-07-31
4983,21,1,243,15,2023-08-10
4984,18,172,15,20,2022-06-18
4985,18,170,397,24,2023-08-11
4986,29,289,43,60,2025-04-12
4987,18,104,393,52,2023-01-09
4988,5,431,167,18,2024-04-25
4989,20,378,281,15,2024-10-18
4990,4,389,262,21,2025-03-04
4991,15,376,2,14,2025-08-03
4992,26,379,161,48,2022-04-13
4993,1,89,98,13,2023-10-02
4994,3,369,304,46,2025-11-24
4995,21,329,149,26,2022-11-18
4996,29,416,329,50,2022-07-11
4997,15,26,157,38,2022-11-28
4998,25,365,159,55,2023-12-12
4999,12,314,357,31,2023-03-26
5000,4,166,276,28,2025-04-26
5001,16,433,395,39,2022-08-28
5002,15,130,378,11,2023-11-27
5003,26,40,219,32,2024-10-08
5004,5,441,454,38,2024-03-27
5005,29,157,420,58,2023-01-21
5006,21,112,446,14,2025-05-24
5007,30,378,3,15,2024-04-14
5008,5,40,229,41,2023-12-22
5009,30,98,110,23,2024-07-11
5010,6,25,352,43,2025-10-14
5011,12,68,430,10,2024-04-21
5012,17,215,81,29,2025-04-07
5013,3,439,428,40,2022-09-17
5014,28,197,128,42,2025-12-07
5015,25,16,50,40,2022-07-24
5016,15,206,141,10,2023-05-21
5017,11,424,409,37,2022-11-28
5018,24,418,88,40,2024-02-12
5019,5,271,265,56,2023-11-13
5020,1,122,416,48,2023-04-16
5021,1,335,30,54,2024-10-31
5022,6,38,151,58,2023-04-11
5023,18,212,166,48,2024-05-03
5024,25,262,428,37,2025-09-21
5025,10,77,144,56,2025-03-12
5026,19,305,367,35,2025-06-23
5027,14,335,33,53,2023-01-24
5028,24,228,31,60,2024-07-03
5029,6,370,34,50,2023-06-16
5030,11,72,-164,41,2022-05-01
5031,21,135,445,25,2025-12-15
5032,21,405,454,36,2025-12-01
5033,8,340,306,59,2023-12-15
5034,22,240,428,25,2022-02-01
5035,28,330,97,27,2025-10-30
5036,15,175,367,42,2025-07-01
5037,13,80,350,56,2022-11-30
5038,14,254,102,44,2022-02-28
5039,5,30,327,54,2022-05-11
5040,4,6,467,18,2022-12-07
5041,19,133,155,17,2022-02-12
5042,9,10,276,26,2025-08-07
5043,21,98,247,27,2024-10-09
5044,19,423,95,52,2025-06-29
5045,18,391,472,12,2025-07-11
5046,3,248,360,11,2024-04-24
5047,4,192,160,16,2024-10-13
5048,12,83,91,30,2025-08-12
5049,22,347,233,50,2024-03-25
5050,5,85,458,20,2023-01-24
5051,13,3,-68,14,2022-01-07
5052,8,293,303,31,2023-10-09
5053,23,245,324,31,2023-02-02
5054,16,249,149,36,2024-04-11
5055,11,185,339,58,2025-12-24
5056,7,152,152,24,2024-02-26
5057,8,48,286,33,2024-07-22
5058,15,447,250,41,2022-09-25
5059,9,238,4,40,2023-04-10
5060,6,165,97,58,2024-03-30
5061,13,436,454,60,2023-06-01
5062,8,134,172,55,2025-06-15
5063,17,295,358,41,2024-09-21
5064,23,81,85,41,2022-04-10
5065,11,434,380,23,2022-06-25
5066,10,181,361,45,2024-10-04
5067,10,84,464,39,2023-11-18
5068,25,423,309,44,2025-09-27
5069,28,156,110,12,2022-07-04
5070,20,279,405,40,2024-05-22
5071,6,373,147,31,2025-08-31
5072,24,87,61,31,2023-01-15
5073,12,384,269,44,2022-01-26
5074,13,131,104,37,2023-10-12
5075,26,168,267,47,2024-08-19
5076,28,346,121,31,2022-06-16
5077,17,59,413,43,2023-11-04
5078,15,4,340,47,2025-08-01
5079,26,177,464,24,2024-11-11
5080,9,141,260,46,2022-07-16
5081,30,408,36,60,2023-09-26
5082,2,108,396,43,2025-11-14
5083,15,96,246,43,2023-03-02
5084,19,388,65,32,2023-01-28
5085,28,153,236,18,2024-01-31
5086,25,361,151,49,2023-03-09
5087,3,66666,489,41,2022-07-05
5088,29,393,178,24,2022-03-14
5089,15,117,238,20,2024-10-31
5090,10,191,113,37,2024-10-17
5091,13,28,494,49,2023-12-29
5092,27,59,0,52,2022-07-04
5093,28,384,143,39,2024-07-30
5094,29,392,267,44,2022-04-16
5095,6,217,236,47,2024-09-11
5096,24,434,489,19,2022-05-28
5097,24,26,345,41,2024-11-27
5098,5,257,176,20,2024-01-29
5099,11,223,109,27,2024-03-05
5100,4,434,475,40,2024-11-27
5101,12,46,182,47,2024-04-22
5102,25,97,12,19,2024-01-05
5103,30,427,485,53,2022-04-21
5104,15,227,135,25,2025-06-13
5105,14,380,281,37,2022-10-24
5106,22,40,44,18,2025-05-27
5107,10,379,215,23,2025-11-03
5108,15,45,355,46,2024-08-13
5109,29,119,380,29,2025-10-15
5110,30,356,380,53,2025-01-28
5111,16,319,477,41,2024-12-14
5112,18,24,342,29,2025-02-09
5113,21,14,393,57,2022-06-23
5114,16,148,409,56,2024-12-23
5115,6,429,244,42,2024-01-15
5116,19,242,449,56,2022-12-08
5117,9,62,140,12,2023-08-21
5118,23,154,453,33,2023-10-25
5119,28,94,239,12,2025-04-22
5120,7,370,185,42,2025-04-09
5121,9,237,267,47,2025-08-21
5122,11,330,44,40,2024-04-13
5123,10,25,443,18,2025-11-21
5124,1,149,279,43,2025-09-05
5125,25,82,120,53,2022-12-25
5126,16,424,160,31,2022-07-26
5127,4,254,296,34,2025-10-27
5128,23,203,28,31,2024-02-06
5129,25,338,77,17,2023-12-24
5130,19,432,153,25,2025-07-29
5131,19,136,230,26,2022-12-20
5132,24,255,198,51,2025-06-23
5133,15,156,29,48,2025-02-25
5134,29,196,337,19,2025-10-04
5135,27,442,398,35,2024-01-11
5136,20,273,194,11,2025-09-30
5137,11,218,225,41,2023-10-19
5138,16,350,307,40,2025-07-09
5139,29,273,14,40,2022-10-31
5140,9,38,270,47,2023-08-01
5141,5,147,309,15,2025-01-16
5142,1,22,342,21,2025-10-06
5143,26,276,205,48,2025-07-24
5144,14,318,256,55,2023-06-12
5145,21,446,45,48,2025-02-07
5146,16,121,10,43,2023-04-05
5147,8,141,258,34,2023-01-04
5148,30,431,62,45,2023-05-20
5149,23,169,480,43,2024-05-02
5150,28,102,500,33,2022-07-17
5151,25,206,216,35,2022-12-08
5152,12,360,128,45,2024-08-05
5153,5,192,474,32,2022-07-25
5154,3,334,79,34,2022-05-03
5155,10,419,208,57,2025-10-05
5156,29,315,195,47,2023-04-01
5157,7,430,333,40,2022-10-19
5158,28,446,293,59,2022-04-27
5159,24,351,362,50,2023-09-10
5160,9,28,487,37,2025-03-29
5161,2,399,235,17,2023-12-24
5162,4,63,166,47,2022-07-10
5163,22,48,-214,59,2025-06-27
5164,28,99,139,59,2022-05-21
5165,11,342,358,35,2023-11-18
5166,4,285,188,22,2025-10-22
5167,23,302,127,14,2024-10-22
5168,18,421,185,48,2024-12-15
5169,4,354,151,31,2024-12-20
5170,18,407,279,16,2025-05-12
5171,24,189,-118,37,2025-09-17
5172,5,17,182,26,2023-11-15
5173,22,46,189,22,2025-06-13
5174,19,29,314,47,2023-10-06
5175,27,68,123,58,2022-03-11
5176,9,305,298,15,2024-12-07
5177,15,265,492,17,2022-11-05
5178,19,191,469,20,2025-07-02
5179,26,347,-454,11,2024-08-16
5180,10,253,384,14,2025-07-12
5181,21,318,232,13,2024-02-22
5182,18,96,296,19,2025-05-26
5183,17,139,371,36,2025-08-29
5184,18,142,350,42,2024-10-31
5185,14,286,76,43,2025-06-16
5186,21,129,255,50,2025-03-29
5187,29,85,397,10,2025-05-03
5188,15,390,217,59,2023-06-29
5189,21,436,357,54,2025-01-06
5190,28,43,4,48,2025-06-05
5191,1,90,485,17,2022-05-08
5192,25,231,79,21,2022-10-01
5193,26,141,249,32,2025-10-28
5194,10,374,5,29,2024-01-30
5195,9,284,-227,44,2025-11-03
5196,12,80,367,36,2025-06-17
5197,30,226,171,42,2023-05-06
5198,6,328,87,10,2024-08-19
5199,7,24,167,50,2025-04-12
5200,16,136,30,46,2025-10-04
5201,18,177,12,50,2024-12-10
5202,8,296,140,45,2023-09-15
5203,20,47,335,22,2025-11-21
5204,17,100,219,11,2025-11-15
5205,3,66,418,60,2025-04-08
5206,5,424,99,41,2025-07-07
5207,28,344,479,40,2022-01-05
5208,20,261,354,21,2022-02-14
5209,7,360,231,52,2024-04-22
5210,6,361,198,27,2023-09-11
5211,17,214,397,24,2023-11-20
5212,11,405,437,41,2024-08-10
5213,22,359,278,18,2022-01-22
5214,30,120,362,42,2025-11-09
5215,24,125,272,20,2022-11-15
5216,21,33,70,20,2025-07-30
5217,4,185,213,40,2025-08-15
5218,24,294,177,14,2025-09-11
5219,21,202,36,11,2023-05-15
5220,24,334,335,21,2024-01-24
5221,14,403,368,32,2023-08-12
5222,24,283,450,13,2025-11-16
5223,4,267,138,40,2022-12-03
5224,26,395,183,47,2024-04-27
5225,1,305,263,51,2024-02-25
5226,12,392,253,10,2024-04-11
5227,9,212,254,10,2025-05-10
5228,18,17,62,26,2025-11-08
5229,8,318,305,45,2022-10-30
5230,12,234,57,54,2024-11-18
5231,29,429,15,12,2024-07-10
5232,21,143,272,60,2023-07-06
5233,6,365,490,44,2024-09-09
5234,18,52,8,56,2022-07-28
5235,2,357,374,42,2022-05-30
5236,18,256,288,20,2025-07-02
5237,20,262,240,23,2024-07-29
5238,30,314,302,23,2024-05-08
5239,27,143,417,43,2022-08-04
5240,6,171,410,58,2024-05-19
5241,29,298,336,17,2025-02-17
5242,7,252,53,25,2023-11-08
5243,21,21,468,35,2023-10-01
5244,13,330,203,47,2022-04-02
5245,5,304,315,36,2023-12-26
5246,20,369,254,58,2025-04-18
5247,24,15,116,42,2025-03-03
5248,1,106,492,50,2022-03-05
5249,8,302,46,21,2025-03-22
5250,8,38,78,10,2023-09-21
5251,9,266,348,22,2024-07-10
5252,6,234,320,54,2025-02-02
5253,13,150,115,40,2024-06-02
5254,2,254,404,32,2025-08-01
5255,23,56,293,38,2024-11-25
5256,1,151,395,60,2025-04-12
5257,15,416,359,55,2025-05-08
5258,11,208,347,53,2025-03-31
5259,15,302,96,25,2022-08-29
5260,22,167,353,47,2022-07-23
5261,6,227,299,29,2024-01-25
5262,20,385,118,30,2025-05-24
5263,10,417,315,48,2023-03-28
5264,5,95,115,46,2022-01-20
5265,30,417,45,25,2022-07-20
5266,15,9,128,42,2024-01-30
5267,1,244,484,13,2025-02-11
5268,12,339,314,46,2023-10-12
5269,1,47,28,45,2022-04-14
5270,3,386,290,30,2025-11-09
5271,8,132,347,49,2025-04-02
5272,1,436,143,45,2022-05-02
5273,25,115,19,57,2022-09-12
5274,19,151,338,45,2022-09-22
5275,16,8,218,20,2025-03-06
5276,11,127,167,60,2023-01-07
5277,5,162,63,57,2023-01-26
5278,13,362,499,26,2025-04-25
5279,1,150,191,50,2025-02-15
5280,4,154,53,38,2025-12-28
5281,3,265,76,18,2025-03-21
5282,28,186,460,16,2023-04-10
5283,23,125,460,23,2024-08-15
5284,20,446,241,44,2022-06-28
5285,4,305,490,16,2023-11-14
5286,27,318,408,49,2022-01-01
5287,11,361,458,54,2025-05-27
5288,19,92,5,10,2023-06-06
5289,11,437,242,60,2024-02-19
5290,7,161,178,55,2022-01-25
5291,16,414,286,55,2025-08-22
5292,9,44,146,20,2023-09-25
5293,5,358,324,24,2022-12-15
5294,15,382,198,56,2025-05-28
5295,26,135,473,37,2022-12-25
5296,4,388,495,25,2022-08-24
5297,16,396,297,19,2023-04-01
5298,11,319,287,58,2023-05-13
5299,3,65,206,57,2023-04-21
5300,16,210,332,14,2024-01-06
5301,11,408,210,44,2023-12-14
5302,13,339,214,18,2023-03-31
5303,22,255,218,56,2022-11-25
5304,24,35,337,41,2024-03-10
5305,9,286,191,49,2024-04-19
5306,24,132,159,14,2025-10-15
5307,4,426,176,27,2024-05-01
5308,27,300,174,20,2024-12-20
5309,3,111,83,22,2025-04-14
5310,29,381,94,17,2024-08-01
5311,26,296,259,22,2022-03-18
5312,30,316,113,48,2023-02-09
5313,1,354,333,22,2022-01-15
5314,19,237,298,59,2025-02-20
5315,21,309,342,42,2022-05-18
5316,19,287,453,53,2023-08-30
5317,12,37,300,20,2024-06-14
5318,23,15,65,25,2025-08-04
5319,11,52,396,60,2022-03-14
5320,3,113,498,13,2024-11-25
5321,10,41,102,11,2024-03-11
5322,25,134,78,19,2025-09-04
5323,4,105,363,51,2024-09-07
5324,4,141,7,42,2023-10-22
5325,22,139,298,57,2023-04-05
5326,19,144,227,42,2025-06-24
5327,2,165,273,19,2024-01-18
5328,10,98,172,38,2024-11-16
5329,21,299,391,26,2022-09-15
5330,30,157,110,48,2022-02-25
5331,9,387,217,19,2022-09-02
5332,9,316,17,28,2024-11-24
5333,19,446,275,53,2023-03-01
5334,5,328,-308,56,2023-02-02
5335,14,85,206,28,2023-10-25
5336,6,59,239,58,2022-03-20
5337,17,91,351,54,2023-06-04
5338,13,442,474,27,2023-11-24
5339,14,291,173,37,2023-10-23
5340,9,199,347,56,2022-12-01
5341,30,392,118,49,2024-12-24
5342,4,171,279,21,2023-10-23
5343,13,262,61,14,2025-10-06
5344,21,66666,341,41,2022-08-10
5345,1,242,305,44,2025-10-01
5346,6,126,86,43,2022-05-31
5347,18,390,422,11,2022-10-24
5348,6,274,472,52,2024-02-22
5349,13,99,107,49,2024-07-30
5350,28,400,434,56,2022-11-12
5351,18,257,457,56,2025-05-10
5352,13,348,369,52,2024-07-03
5353,28,138,323,28,2025-04-23
5354,2,205,464,35,2025-10-17
5355,28,264,451,28,2024-09-17
5356,22,229,214,58,2023-08-20
5357,29,191,93,48,2025-12-05
5358,23,114,423,54,2025-07-25
5359,25,200,351,20,2023-08-26
5360,19,207,344,57,2022-05-24
5361,16,270,335,54,2025-04-07
5362,19,219,118,24,2023-07-27
5363,9,170,264,19,2022-05-28
5364,19,172,179,43,2022-01-29
5365,8,426,488,25,2022-02-22
5366,2,149,175,26,2025-07-25
5367,17,411,159,52,2022-01-07
5368,26,243,116,28,2025-01-22
5369,24,261,229,29,2024-11-29
5370,19,298,18,41,2023-07-15
5371,12,58,45,18,2022-06-18
5372,19,220,397,33,2022-03-27
5373,2,426,400,42,2023-11-13
5374,21,213,403,28,2025-12-26
5375,24,182,131,22,2025-12-26
5376,12,63,342,26,2025-02-13
5377,21,372,256,45,2024-08-28
5378,19,155,333,30,2022-06-19
5379,27,373,72,20,2022-06-17
5380,20,34,104,28,2025-08-31
5381,19,254,250,20,2022-04-20
5382,19,442,23,26,2023-05-03
5383,6,209,-141,12,2022-12-30
5384,10,297,33,21,2022-11-13
5385,28,428,182,51,2024-10-31
5386,11,287,85,34,2024-11-17
5387,18,189,295,13,2025-07-03
5388,14,322,429,31,2022-08-06
5389,8,174,470,12,2023-10-21
5390,6,400,177,60,2024-07-06
5391,18,300,367,26,2022-04-09
5392,23,342,163,32,2022-03-14
5393,18,285,243,29,2023-12-31
5394,28,406,320,34,2022-03-26
5395,2,197,108,53,2025-07-23
5396,14,154,236,32,2022-03-06
5397,20,106,73,28,2025-05-27
5398,9,285,433,59,2025-04-17
5399,1,71,456,43,2024-08-14
5400,13,399,428,31,2025-03-02
5401,23,347,242,53,2025-01-11
5402,16,135,179,58,2023-08-20
5403,26,331,235,17,2022-06-23
5404,3,172,345,19,2022-12-10
5405,10,367,46,57,2024-11-08
5406,12,216,193,20,2024-12-06
5407,30,95,272,28,2025-02-08
5408,10,64,280,25,2024-05-06
5409,25,66,345,35,2024-07-08
5410,13,448,127,55,2022-12-11
5411,26,128,127,33,2025-07-19
5412,12,310,360,42,2023-06-22
5413,28,383,287,26,2024-05-28
5414,23,42,176,55,2024-02-07
5415,9,214,37,24,2024-05-03
5416,15,112,272,53,2024-06-19
5417,4,226,124,53,2022-08-22
5418,27,75,185,38,2025-07-20
5419,9,327,64,23,2022-06-24
5420,25,212,92,30,2022-03-05
5421,29,40,187,56,2022-03-28
5422,16,374,422,35,2022-08-01
5423,13,424,304,38,2023-09-05
5424,3,196,413,25,2025-08-05
5425,17,119,257,60,2024-10-05
5426,23,447,47,32,2022-03-09
5427,20,270,27,42,2023-05-03
5428,29,60,367,37,2024-08-22
5429,13,188,425,39,2024-07-13
5430,24,57,197,27,2025-12-07
5431,11,115,54,30,2023-01-31
5432,2,225,408,54,2025-10-08
5433,6,343,140,34,2025-12-17
5434,30,240,253,43,2022-01-07
5435,26,219,370,60,2022-06-09
5436,5,275,310,26,2024-06-13
5437,13,374,447,41,2024-07-13
5438,10,196,188,20,2023-12-05
5439,29,280,201,34,2022-12-23
5440,12,318,262,28,2025-09-14
5441,20,288,233,34,2022-06-10
5442,9,165,425,20,2025-06-19
5443,18,126,460,27,2024-01-11
5444,12,88,493,30,2025-09-01
5445,1,185,457,28,2024-06-24
5446,21,368,34,38,2022-06-05
5447,13,38,22,12,2024-10-28
5448,22,311,116,31,2023-07-13
5449,22,180,187,15,2022-07-03
5450,15,31,105,19,2025-02-28
5451,21,270,84,56,2022-11-02
5452,23,182,268,12,2023-05-16
5453,4,123,212,19,2025-03-12
5454,14,449,279,59,2023-03-13
5455,28,394,472,34,2025-10-27
5456,23,287,321,37,2025-07-03
5457,22,122,476,58,2024-03-09
5458,14,406,484,31,2024-07-06
5459,26,77,351,41,2024-03-25
5460,8,213,426,52,2023-12-13
5461,12,152,119,18,2022-07-17
5462,2,437,241,10,2024-01-24
5463,14,66666,78,21,2025-09-02
5464,4,410,83,41,2025-03-16
5465,14,360,357,55,2025-09-22
5466,11,432,474,36,2022-08-13
5467,19,318,335,17,2023-12-16
5468,16,138,120,53,2023-05-14
5469,27,381,331,55,2024-06-01
5470,7,129,457,39,2025-09-08
5471,30,287,313,27,2023-05-29
5472,4,1,478,21,2024-11-18
5473,10,52,418,58,2024-01-11
5474,4,377,491,11,2022-09-29
5475,13,104,279,13,2022-09-19
5476,15,152,29,18,2025-12-23
5477,5,449,334,37,2025-11-16
5478,11,179,457,30,2025-06-30
5479,23,400,214,14,2023-11-03
5480,18,321,372,26,2025-07-23
5481,7,334,181,51,2023-01-28
5482,8,202,98,35,2023-08-01
5483,5,179,279,34,2024-12-02
5484,26,293,367,40,2024-04-17
5485,12,267,173,42,2024-04-08
5486,9,59,153,38,2025-09-01
5487,25,403,356,47,2022-07-10
5488,16,347,460,52,2022-07-01
5489,12,175,109,51,2022-06-26
5490,29,237,6,23,2023-05-08
5491,6,27,435,18,2023-02-14
5492,29,113,295,59,2024-02-29
5493,19,275,489,54,2022-09-28
5494,16,105,278,48,2024-05-15
5495,5,105,34,54,2023-10-05
5496,7,327,298,43,2024-11-16
5497,4,133,347,36,2022-09-29
5498,28,409,453,58,2024-12-07
5499,19,274,340,39,2025-10-14
5500,23,253,352,18,2023-06-26
5501,5,322,431,23,2024-08-04
5502,13,391,260,31,2022-11-05
5503,12,208,152,58,2025-09-11
5504,26,86,100,56,2025-07-10
5505,22,127,179,43,2024-04-05
5506,19,194,358,40,2022-10-27
5507,9,281,277,21,2022-07-19
5508,30,87,434,51,2022-03-03
5509,15,378,17,60,2025-06-12
5510,29,14,38,52,2022-07-17
5511,25,5,490,17,2023-04-04
5512,10,217,331,42,2025-05-22
5513,21,84,437,51,2024-01-14
5514,9,34,291,36,2025-05-06
5515,10,394,180,13,2022-07-07
5516,1,249,265,52,2023-01-22
5517,4,109,184,26,2022-10-08
5518,28,112,167,54,2022-10-02
5519,14,443,197,44,2024-12-01
5520,12,98,395,11,2024-10-17
5521,5,352,28,24,2025-08-01
5522,6,152,368,58,2024-05-18
5523,2,65,119,43,2022-01-21
5524,14,262,-58,32,2024-10-25
5525,14,50,357,16,2023-10-09
5526,1,378,83,51,2022-11-10
5527,16,124,342,48,2023-05-01
5528,13,1,115,54,2022-09-18
5529,3,88,30,42,2022-05-03
5530,20,294,116,35,2025-03-09
5531,6,295,379,10,2022-08-27
5532,23,116,240,54,2025-01-13
5533,9,54,200,25,2025-09-05
5534,26,88,355,33,2023-11-03
5535,18,194,493,53,2024-02-27
5536,26,120,291,56,2023-03-25
5537,15,56,482,40,2022-06-09
5538,10,376,347,39,2022-03-10
5539,2,2,410,10,2022-10-31
5540,24,118,122,59,2023-06-26
5541,9,430,228,24,2025-11-15
5542,27,52,99,55,2025-11-23
5543,8,330,5,39,2023-08-13
5544,3,86,311,10,2025-07-01
5545,21,304,213,18,2024-11-05
5546,13,378,156,45,2025-11-30
5547,24,372,245,24,2025-05-10
5548,27,272,111,34,2023-01-22
5549,12,182,448,44,2025-05-29
5550,16,66666,213,28,2023-01-27
5551,16,82,379,31,2022-10-02
5552,1,228,153,36,2025-11-07
5553,13,259,274,59,2022-02-06
5554,4,262,448,52,2024-03-10
5555,8,363,451,25,2023-11-09
5556,16,376,135,39,2024-10-29
5557,13,444,64,38,2024-12-16
5558,14,127,325,44,2024-04-04
5559,9,358,87,42,2025-01-30
5560,13,241,382,48,2024-12-09
5561,14,48,286,54,2022-01-12
5562,26,66666,161,55,2023-03-04
5563,18,232,160,41,2024-03-30
5564,4,382,398,59,2022-05-11
5565,6,21,319,31,2023-09-15
5566,3,304,100,46,2024-10-05
5567,17,210,202,23,2022-04-17
5568,5,241,25,41,2025-02-02
