OrderID,OrderDate,CustomerID,StoreID,EmployeeID,PromotionID,PaymentMethod,ShippingMethod,OrderStatus
4846,2024-11-26 00:00:00,3693,2,19,13.0,Mastercard,Express,Pending
4847,2022-10-06 00:00:00,4620,16,189,,Mastercard,Express,Delivered
4848,2024-11-16 00:00:00,2703,1,10,,Visa,Standard,Delivered
4849,2024-11-04 00:00:00,2271,7,81,,Bank Transfer,Standard,Delivered
4850,2024-10-05 00:00:00,637,20,240,,Mastercard,Next Day,Delivered
4851,2025-11-27 00:00:00,5701,18,212,,Mastercard,Next Day,Delivered
4852,2025-10-18 00:00:00,3023,30,350,,Google Pay,Next Day,Delivered
4853,2023-11-15 00:00:00,1500,12,137,,Apple Pay,Express,Delivered
4854,2023-05-17 00:00:00,644,27,311,,Visa,Standard,Delivered
4855,2022-07-20 00:00:00,198,20,240,,PayPal,Next Day,Delivered
4856,2023-06-07 00:00:00,3742,23,263,,Mastercard,Standard,Delivered
4857,2024-09-03 00:00:00,5678,18,214,,Apple Pay,Standard,Delivered
4858,2025-06-16 00:00:00,884,13,154,,PayPal,Standard,Delivered
4859,2022-08-31 00:00:00,3582,4,43,,Visa,Next Day,Delivered
4860,2024-03-01 00:00:00,4782,20,240,,Google Pay,Standard,Delivered
4861,2022-09-10 00:00:00,6400,4,46,,Visa,Standard,Delivered
4862,2025-08-02 00:00:00,263,3,30,,Apple Pay,Next Day,Delivered
4863,2025-09-16 00:00:00,4247,15,169,,,Standard,Delivered
4864,2022-06-16 00:00:00,3784,5,55,,Apple Pay,Next Day,Returned
4865,2022-06-11 00:00:00,5853,8,90,,Visa,Next Day,Delivered
4866,2025-06-17 00:00:00,749,5,50,,Bank Transfer,Next Day,Delivered
4867,2023-10-30 00:00:00,5218,13,145,,Visa,Next Day,Delivered
4868,2023-07-17 00:00:00,6742,2,14,,Visa,Standard,Delivered
4869,2025-12-11 00:00:00,3105,30,350,20.0,Visa,Standard,Pending
4870,2025-09-10 00:00:00,3782,12,134,,Mastercard,Standard,Pending
4871,2022-12-17 00:00:00,2904,10,118,2.0,,Standard,Delivered
4872,2023-02-04 00:00:00,2188,1,11,,Visa,Express,Delivered
4873,2025-10-07 00:00:00,6885,16,192,,Google Pay,Next Day,Delivered
4874,2025-10-18 00:00:00,6324,2,18,,Visa,Standard,Delivered
4875,2023-11-06 00:00:00,986,20,239,,Mastercard,Express,Delivered
4876,2023-09-27 00:00:00,289,29,338,,Mastercard,Next Day,Cancelled
4877,2025-03-24 00:00:00,2542,22,260,,Apple Pay,Standard,Returned
4878,2022-08-07 00:00:00,4239,19,220,,Mastercard,Express,Delivered
4879,2023-05-13 00:00:00,4293,17,204,,Visa,Next Day,Pending
4880,2022-06-10 00:00:00,4687,20,231,,Mastercard,Next Day,Delivered
4881,2022-09-10 00:00:00,1840,10,114,,Bank Transfer,Express,Delivered
4882,2022-08-15 00:00:00,2037,17,198,,,Next Day,Cancelled
4883,2023-06-08 00:00:00,5725,17,203,,Mastercard,Standard,Cancelled
4884,2025-01-12 00:00:00,1900,10,118,,Google Pay,Express,Delivered
4885,2025-10-17 00:00:00,4902,12,140,,Apple Pay,Next Day,Delivered
4886,2022-11-13 00:00:00,1422,19,224,,Google Pay,Standard,Delivered
4887,2022-10-12 00:00:00,4591,10,110,,Mastercard,Next Day,Delivered
4888,2024-04-18 00:00:00,6017,29,329,,,Express,Shipped
4889,2024-09-26 00:00:00,7243,8,92,,Mastercard,Next Day,Delivered
4890,2025-03-06 00:00:00,6965,13,149,,Bank Transfer,Standard,Delivered
4891,2024-04-07 00:00:00,5034,1,1,17.0,Google Pay,Express,Delivered
4892,2025-08-28 00:00:00,6114,29,338,22.0,,Next Day,Delivered
4893,2022-09-21 00:00:00,3061,13,148,,PayPal,Express,Delivered
4894,2023-11-29 00:00:00,6827,14,159,,Visa,Next Day,Delivered
4895,2022-08-11 00:00:00,3548,14,160,,Mastercard,Standard,Delivered
4896,2025-12-10 00:00:00,2064,22,257,,Google Pay,Standard,Delivered
4897,2025-12-14 00:00:00,7417,16,182,20.0,Visa,Next Day,Delivered
4898,2024-08-03 00:00:00,5398,27,316,18.0,Google Pay,Next Day,Returned
4899,2025-05-10 00:00:00,7066,12,140,,Visa,Next Day,Delivered
4900,2024-05-28 00:00:00,4657,10,118,,Apple Pay,Next Day,Delivered
4901,2025-11-24 00:00:00,3146,3,33,,Google Pay,Express,Delivered
4902,2025-03-04 00:00:00,786,7,84,,Bank Transfer,Standard,Delivered
4903,2024-03-02 00:00:00,7321,10,111,,Google Pay,Express,Delivered
4904,2023-11-29 00:00:00,6379,3,33,,Visa,Express,Delivered
4905,2024-11-20 00:00:00,3975,21,249,,Apple Pay,Next Day,Delivered
4906,2022-09-03 00:00:00,308,25,285,,PayPal,Express,Shipped
4907,2023-09-28 00:00:00,806,7,74,,PayPal,Next Day,Delivered
4908,2022-06-15 00:00:00,2304,19,226,,Apple Pay,Next Day,Shipped
4909,2023-09-07 00:00:00,2564,17,193,,Visa,Next Day,Delivered
4910,2025-09-17 00:00:00,999999,26,302,,PayPal,Express,Returned
4911,2024-01-15 00:00:00,4209,8,87,,Mastercard,Standard,Delivered
4912,2024-12-10 00:00:00,7315,19,221,14.0,Bank Transfer,Standard,Returned
4913,2022-06-22 00:00:00,5318,19,224,,PayPal,Next Day,Packed
4914,2022-04-14 00:00:00,6780,30,343,,Bank Transfer,Standard,Pending
4915,2022-11-28 00:00:00,999999,3,32,,Google Pay,Standard,Delivered
4916,2025-04-20 00:00:00,745,3,33,33.0,Mastercard,Next Day,Returned
4917,2022-11-30 00:00:00,6214,19,222,,Mastercard,Standard,Delivered
4918,2022-08-28 00:00:00,5737,24,281,4.0,Google Pay,Next Day,Delivered
4919,2024-12-12 00:00:00,6775,23,264,,Apple Pay,Standard,Delivered
4920,2024-05-29 00:00:00,3572,28,319,,Apple Pay,Standard,Delivered
4921,2022-09-16 00:00:00,3839,24,276,,,Standard,Delivered
4922,2024-01-26 00:00:00,3226,11,121,,PayPal,Standard,Delivered
4923,2022-12-11 00:00:00,3241,21,242,2.0,,Express,Pending
4924,2023-08-08 00:00:00,1670,12,139,,Google Pay,Express,Returned
4925,2024-03-09 00:00:00,7057,20,238,,PayPal,Standard,Shipped
4926,2025-12-03 00:00:00,5035,27,313,,PayPal,Standard,Delivered
4927,2023-08-10 00:00:00,5721,17,201,,Visa,Standard,Cancelled
4928,2022-09-04 00:00:00,3794,4,39,,Bank Transfer,Express,Delivered
4929,2024-09-28 00:00:00,7279,21,243,,Bank Transfer,Express,Delivered
4930,2025-06-30 00:00:00,2034,7,83,21.0,PayPal,Next Day,Delivered
4931,2025-06-01 00:00:00,5533,5,53,,Apple Pay,Next Day,Pending
4932,2023-01-16 00:00:00,97,18,206,,Visa,Express,Delivered
4933,2025-09-03 00:00:00,2773,22,262,,Google Pay,Express,Delivered
4934,2022-08-12 00:00:00,4315,24,278,,Apple Pay,Standard,Delivered
4935,2022-08-12 00:00:00,3707,20,232,,Bank Transfer,Standard,Pending
4936,2025-02-01 00:00:00,1880,1,9,,Visa,Next Day,Delivered
4937,2024-11-28 00:00:00,1157,19,223,13.0,Visa,Next Day,Pending
4938,2024-03-02 00:00:00,930,14,168,,Bank Transfer,Express,Delivered
4939,2024-11-19 00:00:00,5344,5,59,,Bank Transfer,Standard,Packed
4940,2023-03-28 00:00:00,1726,16,189,,Bank Transfer,Next Day,Returned
4941,2025-11-07 00:00:00,2723,14,167,,Visa,Standard,Delivered
4942,2023-09-05 00:00:00,1904,19,223,,Apple Pay,Next Day,Shipped
4943,2025-03-04 00:00:00,4963,17,203,,Google Pay,Next Day,Returned
4944,2025-08-14 00:00:00,6401,20,236,,Apple Pay,Standard,Delivered
4945,2024-01-31 00:00:00,3486,28,321,,Mastercard,Standard,Returned
4946,2022-01-09 00:00:00,7333,11,124,,Mastercard,Express,Delivered
4947,2025-03-04 00:00:00,4672,16,181,,Google Pay,Express,Shipped
4948,2025-11-21 00:00:00,4760,1,2,,Mastercard,Next Day,Shipped
4949,2022-12-05 00:00:00,3978,17,200,,Mastercard,Express,Delivered
4950,2025-12-12 00:00:00,7137,17,193,,Google Pay,Express,Pending
4951,2022-05-02 00:00:00,7469,4,43,,Google Pay,Next Day,Returned
4952,2024-12-08 00:00:00,7038,24,281,,Apple Pay,Standard,Delivered
4953,2025-09-20 00:00:00,1669,27,311,,Google Pay,Next Day,Shipped
4954,2025-11-24 00:00:00,4649,23,265,,Visa,Next Day,Cancelled
4955,2022-03-29 00:00:00,671,28,328,,Visa,Express,Returned
4956,2025-10-12 00:00:00,3952,29,333,,Google Pay,Next Day,Delivered
4957,2024-12-16 00:00:00,2254,2,17,14.0,Google Pay,Standard,Shipped
4958,2025-07-08 00:00:00,3343,2,14,,Apple Pay,Standard,Delivered
4959,2024-06-17 00:00:00,368,5,50,,PayPal,Next Day,Delivered
4960,2022-12-06 00:00:00,5681,13,145,,Apple Pay,Express,Returned
4961,2024-09-08 00:00:00,2199,20,232,,Google Pay,Standard,Delivered
4962,2024-12-07 00:00:00,4279,5,57,,Google Pay,Express,Delivered
4963,2023-03-13 00:00:00,6852,20,231,,Google Pay,Express,Pending
4964,2024-03-11 00:00:00,3070,5,50,,Apple Pay,Express,Delivered
4965,2025-05-09 00:00:00,6299,10,112,,Visa,Standard,Delivered
4966,2025-03-11 00:00:00,6534,10,110,,Apple Pay,Express,Returned
4967,2023-07-25 00:00:00,1022,23,264,,Visa,Express,Pending
4968,2024-11-22 00:00:00,2504,2,23,,Google Pay,Next Day,Delivered
4969,2025-08-09 00:00:00,1935,9,104,,Visa,Next Day,Delivered
4970,2025-07-11 00:00:00,7234,2,21,,PayPal,Standard,Delivered
4971,2022-06-08 00:00:00,2601,5,51,,Apple Pay,Express,Returned
4972,2023-05-17 00:00:00,5038,5,56,,Apple Pay,Standard,Pending
4973,2023-02-02 00:00:00,798,20,240,,PayPal,Standard,Delivered
4974,2023-11-27 00:00:00,3673,15,176,,Mastercard,Standard,Pending
4975,2022-11-10 00:00:00,1722,30,347,,Apple Pay,Standard,Pending
4976,2022-09-22 00:00:00,1932,16,192,,Bank Transfer,Next Day,Returned
4977,2025-01-23 00:00:00,1332,16,184,27.0,Bank Transfer,Express,Delivered
4978,2023-11-01 00:00:00,7416,16,186,,PayPal,Next Day,Delivered
4979,2022-12-29 00:00:00,6268,30,350,,Apple Pay,Next Day,Delivered
4980,2022-09-01 00:00:00,4067,18,216,,Visa,Standard,Pending
4981,2023-06-26 00:00:00,1817,13,150,,Bank Transfer,Next Day,Returned
4982,2025-05-04 00:00:00,2253,17,198,,Mastercard,Standard,Delivered
4983,2024-07-25 00:00:00,615,3,28,,,Standard,Delivered
4984,2025-05-27 00:00:00,6125,14,162,,Google Pay,Express,Delivered
4985,2025-04-15 00:00:00,6086,15,172,33.0,Mastercard,Next Day,Returned
4986,2025-12-17 00:00:00,7126,24,276,20.0,Visa,Standard,Delivered
4987,2022-03-28 00:00:00,6463,7,84,,Google Pay,Express,Delivered
4988,2024-11-23 00:00:00,7160,21,246,,,Standard,Delivered
4989,2022-11-20 00:00:00,6948,13,145,,PayPal,Express,Shipped
4990,2022-12-11 00:00:00,3736,23,265,,Google Pay,Next Day,Delivered
4991,2022-06-09 00:00:00,6702,18,205,,Mastercard,Express,Pending
4992,2025-01-19 00:00:00,6421,9,106,,Apple Pay,Standard,Returned
4993,2022-04-14 00:00:00,3939,6,68,,Bank Transfer,Express,Pending
4994,2024-05-19 00:00:00,4488,12,143,,Google Pay,Next Day,Delivered
4995,2022-10-24 00:00:00,5622,21,243,,Mastercard,Standard,Returned
4996,2025-02-16 00:00:00,4389,26,301,,Google Pay,Next Day,Shipped
4997,2023-06-03 00:00:00,2479,21,251,,Google Pay,Express,Cancelled
4998,2022-05-21 00:00:00,4097,23,271,31.0,PayPal,Next Day,Returned
4999,2025-10-26 00:00:00,773,19,219,,Apple Pay,Express,Delivered
5000,2022-12-12 00:00:00,1812,3,25,,Apple Pay,Standard,Pending
5001,2023-09-23 00:00:00,5464,24,280,,Mastercard,Next Day,Delivered
5002,2022-10-17 00:00:00,6698,17,198,,,Express,Shipped
5003,2022-11-24 00:00:00,5020,2,24,1.0,Google Pay,Express,Returned
5004,2023-11-23 00:00:00,2695,23,273,,Google Pay,Next Day,Delivered
5005,2022-04-17 00:00:00,5437,2,13,,Bank Transfer,Next Day,Delivered
5006,2022-01-28 00:00:00,6527,28,320,,Google Pay,Next Day,Delivered
5007,2024-06-22 00:00:00,6060,17,193,,Google Pay,Standard,Delivered
5008,2023-07-25 00:00:00,6018,19,224,,Visa,Standard,Delivered
5009,2025-11-22 00:00:00,5380,7,79,,PayPal,Next Day,Pending
5010,2025-11-26 00:00:00,4226,10,113,,Visa,Standard,Pending
5011,2022-01-23 00:00:00,3586,24,282,,Mastercard,Next Day,Shipped
5012,2024-07-16 00:00:00,2526,12,142,,Bank Transfer,Next Day,Shipped
5013,2023-02-05 00:00:00,2625,10,114,,Bank Transfer,Standard,Delivered
5014,2022-06-04 00:00:00,3163,14,167,,Visa,Express,Delivered
5015,2024-12-11 00:00:00,1192,3,25,,Mastercard,Next Day,Delivered
5016,2023-09-06 00:00:00,6584,21,250,,PayPal,Next Day,Shipped
5017,2023-03-10 00:00:00,1286,1,3,,PayPal,Next Day,Delivered
5018,2023-12-03 00:00:00,5936,21,246,,Visa,Next Day,Delivered
5019,2022-09-14 00:00:00,6724,25,293,,Apple Pay,Next Day,Shipped
5020,2024-09-13 00:00:00,4162,6,64,,Bank Transfer,Standard,Delivered
5021,2023-06-17 00:00:00,776,11,124,,Visa,Standard,Shipped
5022,2025-11-18 00:00:00,4598,12,134,,Google Pay,Express,Packed
5023,2024-07-18 00:00:00,5323,17,199,,Visa,Express,Shipped
5024,2025-05-05 00:00:00,789,28,320,,Visa,Standard,Delivered
5025,2025-11-21 00:00:00,1779,9,100,,PayPal,Next Day,Pending
5026,2022-06-21 00:00:00,3281,28,318,3.0,Mastercard,Next Day,Delivered
5027,2025-04-02 00:00:00,4820,22,255,,PayPal,Next Day,Packed
5028,2023-09-28 00:00:00,5585,4,46,,Apple Pay,Express,Cancelled
5029,2023-12-12 00:00:00,3745,19,218,8.0,Apple Pay,Standard,Returned
5030,2024-06-08 00:00:00,3869,3,34,,Google Pay,Express,Delivered
5031,2024-07-26 00:00:00,6681,30,350,,Google Pay,Express,Delivered
5032,2025-06-30 00:00:00,7007,13,155,,Bank Transfer,Standard,Pending
5033,2022-11-05 00:00:00,197,6,61,,Bank Transfer,Standard,Returned
5034,2024-07-16 00:00:00,2657,18,209,,Google Pay,Next Day,Returned
5035,2024-11-21 00:00:00,1680,18,209,,PayPal,Next Day,Delivered
5036,2023-07-16 00:00:00,7101,27,311,,PayPal,Express,Pending
5037,2022-08-03 00:00:00,2808,2,20,,Apple Pay,Next Day,Delivered
5038,2025-09-07 00:00:00,3645,4,43,,Apple Pay,Express,Delivered
5039,2022-04-27 00:00:00,6167,13,150,,Visa,Standard,Delivered
5040,2024-07-31 00:00:00,1068,11,132,,Apple Pay,Next Day,Delivered
5041,2024-06-22 00:00:00,2692,23,272,15.0,Mastercard,Express,Returned
5042,2024-08-10 00:00:00,3078,8,94,,Bank Transfer,Express,Cancelled
5043,2025-11-01 00:00:00,2686,18,205,,PayPal,Next Day,Delivered
5044,2025-12-01 00:00:00,5041,10,120,,Apple Pay,Standard,Pending
5045,2022-12-03 00:00:00,4824,5,56,,Google Pay,Standard,Packed
5046,2024-11-25 00:00:00,3983,16,189,,,Express,Delivered
5047,2025-04-16 00:00:00,6553,16,184,33.0,Google Pay,Next Day,Delivered
5048,2023-12-27 00:00:00,1454,10,115,,Google Pay,Standard,Cancelled
5049,2024-11-20 00:00:00,1033,17,194,,Visa,Standard,Shipped
5050,2022-03-06 00:00:00,3799,9,105,,Google Pay,Standard,Delivered
5051,2023-10-31 00:00:00,6784,5,55,,Visa,Next Day,Pending
5052,2023-10-01 00:00:00,2364,16,188,,Apple Pay,Express,Pending
5053,2025-02-10 00:00:00,788,5,49,,Apple Pay,Express,Delivered
5054,2023-03-26 00:00:00,1867,30,343,,PayPal,Express,Delivered
5055,2025-09-28 00:00:00,3987,26,300,,Visa,Express,Shipped
5056,2024-11-23 00:00:00,1995,28,327,,Mastercard,Standard,Pending
5057,2024-12-12 00:00:00,6717,9,99,14.0,Bank Transfer,Next Day,Cancelled
5058,2025-10-25 00:00:00,1976,11,122,,Mastercard,Express,Cancelled
5059,2024-02-12 00:00:00,7269,22,254,,Visa,Express,Shipped
5060,2024-01-15 00:00:00,2574,3,30,,Google Pay,Standard,Returned
5061,2022-02-06 00:00:00,7417,12,136,,Bank Transfer,Standard,Returned
5062,2022-06-19 00:00:00,7452,17,201,32.0,PayPal,Next Day,Packed
5063,2025-04-09 00:00:00,3786,30,347,,Visa,Next Day,Delivered
5064,2024-07-10 00:00:00,3369,23,268,35.0,Bank Transfer,Express,Delivered
5065,2024-12-21 00:00:00,2304,25,293,,Google Pay,Standard,Delivered
5066,2023-10-24 00:00:00,3938,22,252,34.0,Google Pay,Next Day,Delivered
5067,2022-09-12 00:00:00,5735,20,232,,Apple Pay,Next Day,Delivered
5068,2022-07-17 00:00:00,2179,19,221,,PayPal,Standard,Delivered
5069,2025-10-23 00:00:00,5132,3,29,,Bank Transfer,Express,Delivered
5070,2024-12-15 00:00:00,2231,6,70,,PayPal,Next Day,Delivered
5071,2022-08-26 00:00:00,1691,17,199,,PayPal,Standard,Shipped
5072,2023-03-31 00:00:00,4348,15,177,,Google Pay,Standard,Returned
5073,2022-10-07 00:00:00,1449,7,81,,Visa,Standard,Cancelled
5074,2023-05-28 00:00:00,3218,3,33,,Visa,Standard,Packed
5075,2024-07-26 00:00:00,5209,17,194,,Visa,Next Day,Delivered
5076,2023-09-26 00:00:00,3241,27,312,,Apple Pay,Express,Shipped
5077,2025-06-16 00:00:00,4792,3,34,21.0,Apple Pay,Next Day,Delivered
5078,2022-05-09 00:00:00,7008,3,29,,Mastercard,Express,Pending
5079,2022-03-26 00:00:00,4241,18,208,,Google Pay,Standard,Shipped
5080,2025-04-01 00:00:00,1945,27,309,,Bank Transfer,Next Day,Delivered
5081,2025-06-20 00:00:00,775,23,265,21.0,Apple Pay,Express,Delivered
5082,2024-09-08 00:00:00,697,29,331,,Apple Pay,Standard,Delivered
5083,2022-12-09 00:00:00,4226,22,261,,Google Pay,Next Day,Cancelled
5084,2024-07-03 00:00:00,3210,14,167,,PayPal,Standard,Packed
5085,2022-06-18 00:00:00,4573,19,220,,Visa,Next Day,Shipped
5086,2024-03-04 00:00:00,6780,22,255,,Google Pay,Standard,Delivered
5087,2023-11-15 00:00:00,1791,13,152,,Bank Transfer,Standard,Delivered
5088,2022-06-05 00:00:00,2403,29,338,,Visa,Express,Shipped
5089,2025-01-07 00:00:00,3712,29,332,,Apple Pay,Express,Returned
5090,2025-10-09 00:00:00,1343,27,313,,PayPal,Next Day,Delivered
5091,2022-08-07 00:00:00,143,25,286,,Bank Transfer,Standard,Delivered
5092,2025-07-29 00:00:00,1682,24,274,,Google Pay,Next Day,Cancelled
5093,2022-05-20 00:00:00,7243,1,4,,Visa,Express,Delivered
5094,2024-12-03 00:00:00,4842,20,232,,PayPal,Express,Delivered
5095,2025-06-19 00:00:00,999999,3,35,,PayPal,Next Day,Cancelled
5096,2024-02-05 00:00:00,6411,9,108,38.0,Apple Pay,Standard,Shipped
5097,2025-05-12 00:00:00,4714,16,191,,Visa,Standard,Delivered
5098,2025-10-25 00:00:00,2881,3,28,,Apple Pay,Standard,Delivered
5099,2024-04-24 00:00:00,6626,30,343,,Mastercard,Standard,Returned
5100,2023-02-30,4287,24,283,15.0,Mastercard,Express,Delivered
5101,2025-10-04 00:00:00,1767,17,194,,Visa,Express,Pending
5102,2023-03-24 00:00:00,2942,25,288,,Mastercard,Express,Shipped
5103,2024-12-02 00:00:00,6972,12,140,,Visa,Express,Shipped
5104,2024-11-26 00:00:00,3139,22,253,,Mastercard,Standard,Packed
5105,2024-09-21 00:00:00,6094,11,129,,Mastercard,Express,Cancelled
5106,2024-09-16 00:00:00,6329,21,247,,PayPal,Next Day,Delivered
5107,2022-12-24 00:00:00,3235,6,63,,Apple Pay,Standard,Delivered
5108,2025-08-31 00:00:00,1961,16,182,,Visa,Standard,Delivered
5109,2024-07-30 00:00:00,4854,10,111,,PayPal,Next Day,Delivered
5110,2023-06-09 00:00:00,4165,3,36,,Visa,Standard,Shipped
5111,2022-11-12 00:00:00,3553,1,2,,Visa,Express,Cancelled
5112,2024-12-06 00:00:00,3233,12,139,,Visa,Express,Delivered
5113,2022-02-27 00:00:00,840,1,10,,Apple Pay,Express,Returned
5114,2024-03-20 00:00:00,4404,21,251,,Bank Transfer,Next Day,Delivered
5115,2022-11-23 00:00:00,5875,27,314,,Apple Pay,Next Day,Delivered
5116,2025-09-20 00:00:00,1922,13,146,,Mastercard,Standard,Pending
5117,2024-11-29 00:00:00,6256,19,226,,Apple Pay,Standard,Delivered
5118,2023-11-16 00:00:00,857,25,292,,Apple Pay,Standard,Packed
5119,2024-07-17 00:00:00,7140,3,34,,Apple Pay,Standard,Shipped
5120,2023-12-12 00:00:00,6033,9,104,,Mastercard,Next Day,Pending
5121,2022-05-24 00:00:00,4302,25,293,,PayPal,Next Day,Delivered
5122,2023-10-03 00:00:00,7109,15,179,,Visa,Standard,Delivered
5123,2024-07-24 00:00:00,6718,16,188,,Mastercard,Standard,Returned
5124,2024-01-21 00:00:00,2775,28,324,,Apple Pay,Next Day,Delivered
5125,2025-11-16 00:00:00,4205,28,325,,Apple Pay,Standard,Delivered
5126,2023-07-29 00:00:00,877,14,158,,Mastercard,Standard,Shipped
5127,2024-03-23 00:00:00,6175,12,141,,Mastercard,Express,Cancelled
5128,2023-08-02 00:00:00,3931,3,27,,Google Pay,Next Day,Returned
5129,2025-08-12 00:00:00,3883,23,271,,Visa,Standard,Delivered
5130,2025-09-19 00:00:00,615,27,314,,Google Pay,Express,Returned
5131,2023-12-04 00:00:00,5653,14,160,,Bank Transfer,Next Day,Delivered
5132,2022-11-01 00:00:00,6883,18,211,,Bank Transfer,Express,Packed
5133,2023-11-11 00:00:00,6245,18,208,,Mastercard,Next Day,Delivered
5134,2025-05-02 00:00:00,1085,24,274,,Bank Transfer,Standard,Delivered
5135,2023-07-28 00:00:00,2266,20,233,,Mastercard,Express,Delivered
5136,2025-09-20 00:00:00,6319,15,171,,Bank Transfer,Standard,Delivered
5137,2025-04-30 00:00:00,6987,14,164,,Bank Transfer,Express,Packed
5138,2022-08-10 00:00:00,3469,6,67,,Google Pay,Next Day,Delivered
5139,2024-03-24 00:00:00,1223,12,142,,Visa,Standard,Pending
5140,2025-07-29 00:00:00,6727,26,305,,PayPal,Next Day,Shipped
5141,2025-10-25 00:00:00,5243,4,46,,Apple Pay,Express,Pending
5142,2022-07-20 00:00:00,767,6,68,,Google Pay,Next Day,Delivered
5143,2022-07-07 00:00:00,2211,17,199,,PayPal,Standard,Delivered
5144,2023-12-18 00:00:00,6440,30,342,,Apple Pay,Standard,Cancelled
5145,2024-02-25 00:00:00,4199,29,330,,Google Pay,Standard,Pending
5146,2023-01-17 00:00:00,156,19,219,,Bank Transfer,Standard,Delivered
5147,2025-09-05 00:00:00,408,23,265,,PayPal,Standard,Delivered
5148,2022-12-04 00:00:00,4388,27,315,,Google Pay,Express,Delivered
5149,2024-11-20 00:00:00,650,6,63,,Google Pay,Next Day,Pending
5150,2025-01-14 00:00:00,4185,7,81,,Mastercard,Standard,Delivered
5151,2022-03-19 00:00:00,5281,28,321,,Visa,Express,Delivered
5152,2022-04-22 00:00:00,2686,20,236,,Google Pay,Express,Delivered
5153,2024-07-18 00:00:00,6236,26,304,,Visa,Express,Delivered
5154,2022-07-16 00:00:00,2462,4,43,,Visa,Express,Pending
5155,2022-10-08 00:00:00,1712,2,14,,Visa,Express,Packed
5156,2025-07-13 00:00:00,3430,9,105,,PayPal,Standard,Delivered
5157,2023-11-26 00:00:00,4588,9,99,,Apple Pay,Express,Shipped
5158,2023-08-15 00:00:00,2465,21,247,,Mastercard,Express,Packed
5159,2025-10-17 00:00:00,4687,8,89,,Apple Pay,Next Day,Delivered
5160,2023-11-06 00:00:00,4782,24,276,,Mastercard,Standard,Returned
5161,2022-11-25 00:00:00,1544,26,300,,Visa,Next Day,Delivered
5162,2023-10-23 00:00:00,2981,16,186,,Mastercard,Express,Cancelled
5163,2023-12-15 00:00:00,2646,29,332,8.0,Apple Pay,Express,Cancelled
5164,2025-05-24 00:00:00,433,6,64,,Visa,Standard,Delivered
5165,2025-06-08 00:00:00,5959,30,350,,Apple Pay,Standard,Delivered
5166,2022-11-21 00:00:00,5007,5,51,,PayPal,Standard,Cancelled
5167,2023-10-30 00:00:00,2440,18,213,,PayPal,Next Day,Packed
5168,2025-11-05 00:00:00,5505,11,130,,Mastercard,Express,Shipped
5169,2022-11-24 00:00:00,871,13,145,1.0,Visa,Standard,Delivered
5170,2022-11-20 00:00:00,4378,4,38,,PayPal,Express,Delivered
5171,2023-09-19 00:00:00,1511,18,213,,Apple Pay,Express,Delivered
5172,2025-09-27 00:00:00,4371,16,185,,Mastercard,Next Day,Delivered
5173,2023-05-27 00:00:00,1829,17,204,,Bank Transfer,Next Day,Delivered
5174,2024-04-13 00:00:00,1893,11,123,,Bank Transfer,Next Day,Cancelled
5175,2022-12-04 00:00:00,7246,2,15,,Bank Transfer,Standard,Delivered
5176,2022-08-31 00:00:00,264,19,228,,Apple Pay,Next Day,Shipped
5177,2023-06-07 00:00:00,2607,21,248,,Bank Transfer,Express,Delivered
5178,2023-11-24 00:00:00,4878,26,300,7.0,Mastercard,Express,Shipped
5179,2024-12-30 00:00:00,5047,3,29,,PayPal,Next Day,Returned
5180,2023-10-06 00:00:00,4529,21,245,,PayPal,Standard,Shipped
5181,2025-04-08 00:00:00,3219,23,269,,PayPal,Express,Delivered
5182,2025-09-30 00:00:00,693,9,105,,Visa,Express,Delivered
5183,2022-06-27 00:00:00,26,25,287,,Apple Pay,Express,Delivered
5184,2024-11-22 00:00:00,1632,12,142,,Google Pay,Express,Pending
5185,2023-02-07 00:00:00,5898,1,11,,Mastercard,Standard,Shipped
5186,2023-07-30 00:00:00,4463,6,62,,Visa,Express,Shipped
5187,2022-06-25 00:00:00,1216,11,132,,Visa,Express,Packed
5188,2024-07-03 00:00:00,3973,7,81,15.0,Google Pay,Next Day,Delivered
5189,2025-07-11 00:00:00,3856,30,349,,Apple Pay,Standard,Packed
5190,2023-06-02 00:00:00,1111,14,162,,Visa,Express,Delivered
5191,2024-11-21 00:00:00,6433,5,58,,PayPal,Express,Delivered
5192,2025-05-18 00:00:00,5576,2,19,,Apple Pay,Express,Delivered
5193,2023-10-08 00:00:00,6997,25,291,,Apple Pay,Standard,Shipped
5194,2023-04-03 00:00:00,4227,21,250,,Google Pay,Next Day,Cancelled
5195,2022-08-09 00:00:00,627,5,52,,Bank Transfer,Next Day,Delivered
5196,2025-10-11 00:00:00,3724,9,105,,Mastercard,Next Day,Delivered
5197,2023-05-26 00:00:00,6712,25,291,,Apple Pay,Express,Delivered
5198,2024-09-29 00:00:00,6723,8,93,,PayPal,Standard,Delivered
5199,2023-12-11 00:00:00,699,8,88888,,Bank Transfer,Next Day,Delivered
5200,2025-06-27 00:00:00,7172,22,260,,PayPal,Standard,Cancelled
5201,2023-06-08 00:00:00,7205,23,269,,Visa,Standard,Returned
5202,2025-06-29 00:00:00,2681,28,328,,Visa,Express,Delivered
5203,2025-09-15 00:00:00,2212,13,148,,Apple Pay,Standard,Delivered
5204,2025-06-24 00:00:00,7103,5,50,,PayPal,Standard,Cancelled
