ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount
1634,26441,2024-12-04,Faulty Product,405.73
1635,41851,2022-08-25,Damaged,1010.94
1636,34407,2023-07-03,Faulty Product,77.61
1637,15780,2025-05-22,Wrong Item,497.91
1638,44590,2023-03-09,Changed Mind,218.46
1639,46516,2024-10-11,Changed Mind,1131.16
1640,40810,2025-11-19,Changed Mind,536.65
1641,28382,2024-09-16,Late Delivery,239.3
1642,8115,2023-05-07,Wrong Item,578.91
1643,22506,2024-12-06,Changed Mind,882.61
1644,32850,2022-07-03,Late Delivery,942.33
1645,10859,2024-02-27,Wrong Item,69.69
1646,43054,2024-10-25,Late Delivery,669.11
1647,22084,2022-02-12,Late Delivery,361.47
1648,7174,2023-06-03,Changed Mind,74.77
1649,46422,2022-12-22,Faulty Product,822.63
1650,44665,2024-03-22,Wrong Item,114.29
1651,44094,2025-10-24,Late Delivery,877.96
1652,4445,2024-12-17,Changed Mind,1205.88
1653,6118,2023-12-29,Faulty Product,98.15
1654,22947,2025-06-11,Late Delivery,1310.86
1655,43425,2024-11-13,Damaged,309.25
1656,31880,2024-11-27,Wrong Item,658.13
1657,35051,2023-08-05,Faulty Product,1189.13
1658,4019,2025-07-09,Late Delivery,1023.2
1659,37897,2025-09-05,Changed Mind,1047.25
1660,27422,2022-10-13,Faulty Product,703.96
1661,46711,2025-01-09,Late Delivery,935.05
1662,44684,2022-11-19,Changed Mind,36.27
1663,29218,2025-06-14,Changed Mind,1642.06
1664,45678,2024-08-28,Late Delivery,830.7
1665,40789,2023-04-27,Late Delivery,729.32
1666,26662,2022-11-28,Late Delivery,149.92
1667,48918,2025-09-10,Wrong Item,84.22
1668,8191,2024-12-17,Faulty Product,302.9
1669,18072,2025-09-17,Wrong Item,608.02
1670,18120,2025-03-24,Wrong Item,560.01
1671,36559,2025-08-07,Damaged,457.05
1672,27314,2023-11-11,Late Delivery,977.61
1673,32609,2025-01-16,Faulty Product,692.41
1674,6718,2025-12-04,Late Delivery,132.79
1675,49905,2024-09-12,Damaged,287.46
1676,45071,2024-03-07,Damaged,963.49
1677,36693,2022-11-20,Wrong Item,551.9
1678,27366,2022-02-27,Late Delivery,728.28
1679,49418,2025-05-24,Damaged,197.68
1680,41715,2024-04-20,Wrong Item,679.36
1681,32124,2025-02-16,Wrong Item,312.28
1682,2289,2024-12-03,Faulty Product,625.32
1683,21069,2023-04-12,Wrong Item,868.78
1684,18701,2023-06-27,Wrong Item,1183.3
1685,16217,2025-09-29,Late Delivery,562.89
1686,6920,2022-12-02,Damaged,777.87
1687,29832,2023-12-30,Late Delivery,1490.47
1688,22101,2024-06-20,Wrong Item,267.54
1689,7390,2025-04-14,Wrong Item,282.32
1690,8227,2022-06-26,Faulty Product,216.32
1691,16599,2024-12-03,Late Delivery,402.19
1692,45246,2024-11-05,Wrong Item,72.24
1693,47561,2024-06-22,Faulty Product,199.05
1694,10172,2025-02-10,Changed Mind,32.34
1695,26263,2023-05-30,Late Delivery,939.97
1696,32792,2022-01-15,Wrong Item,496.01
1697,36082,2023-03-12,Damaged,185.53
1698,19896,2025-08-16,Wrong Item,95.71
1699,15229,2023-06-22,Damaged,117.39
1700,22105,2023-04-13,Wrong Item,1157.0
1701,42763,2024-01-08,Wrong Item,875.17
1702,33955,2024-09-04,Damaged,754.66
1703,13333,2023-04-07,Damaged,765.14
1704,39158,2022-05-22,Wrong Item,1655.94
1705,33501,2023-11-14,Faulty Product,396.91
1706,23467,2022-12-26,Changed Mind,1399.53
1707,45198,2023-08-16,Faulty Product,1264.45
1708,13720,2025-09-03,Late Delivery,1155.47
1709,24298,2023-06-14,Wrong Item,914.67
1710,12411,2022-04-20,Late Delivery,302.89
1711,7730,2022-06-14,Wrong Item,512.85
1712,28368,2023-06-17,Late Delivery,828.93
1713,34039,2022-10-09,Changed Mind,1171.06
1714,19803,2024-04-07,Faulty Product,1253.12
1715,753,2022-04-19,Faulty Product,1093.03
1716,34573,2024-03-07,Damaged,35.81
1717,30190,2024-12-04,Late Delivery,698.95
1718,4408,2025-11-30,Changed Mind,603.69
1719,34633,2023-12-14,Wrong Item,913.74
1720,26753,2024-01-12,Damaged,1155.93
1721,38081,2023-08-28,Late Delivery,900.44
1722,36800,2023-12-04,Late Delivery,699.5
1723,14190,2025-05-24,Late Delivery,653.32
1724,22979,2023-12-24,Faulty Product,1173.82
1725,20303,2023-10-20,Damaged,682.48
1726,16528,2023-06-29,Wrong Item,597.3
1727,15424,2025-12-10,Late Delivery,195.37
1728,2605,2023-07-27,Changed Mind,1248.57
1729,32324,2025-12-14,Damaged,825.04
1730,39763,2024-12-04,Wrong Item,371.21
1731,18888,2025-05-19,Damaged,1574.41
1732,18562,2022-04-30,Wrong Item,1005.11
1733,27533,2022-03-04,Changed Mind,231.38
1734,11025,2022-12-15,Faulty Product,657.39
1735,24260,2025-09-07,Faulty Product,473.1
1736,45923,2024-07-18,Faulty Product,875.43
1737,22785,2023-10-29,Late Delivery,264.45
1738,22198,2025-11-21,Changed Mind,847.74
1739,10392,2024-01-07,Faulty Product,731.99
1740,25229,2024-08-23,Faulty Product,738.35
1741,30089,2024-01-21,Changed Mind,417.85
1742,3904,2023-06-06,Faulty Product,205.67
1743,8926,2024-04-30,Late Delivery,1698.16
1744,40269,2023-12-08,Changed Mind,716.51
1745,8028,2023-09-17,Faulty Product,641.97
1746,24637,2022-06-30,Wrong Item,406.71
1747,26579,2024-12-27,Late Delivery,767.99
1748,12500,2023-04-11,Wrong Item,582.08
1749,22903,2025-07-02,Changed Mind,276.47
1750,9916,2022-09-19,Faulty Product,770.59
1751,18030,2025-07-11,Faulty Product,767.33
1752,46253,2024-12-26,Faulty Product,1326.6
1753,2200,2025-11-30,Wrong Item,91.74
1754,4454,2022-10-05,Faulty Product,933.79
1755,31418,2022-03-10,Wrong Item,416.33
1756,36514,2022-05-29,Faulty Product,836.58
1757,37051,2024-11-23,Faulty Product,337.45
1758,3119,2024-09-27,Faulty Product,1209.45
1759,30637,2023-09-17,Changed Mind,854.19
1760,31513,2024-04-24,Faulty Product,392.52
1761,11913,2023-02-17,Late Delivery,1236.05
1762,15266,2023-04-22,Damaged,254.2
1763,24798,2024-11-18,Wrong Item,299.41
1764,8162,2025-10-16,Damaged,832.21
1765,17043,2024-04-21,Wrong Item,457.27
1766,29994,2025-07-06,Changed Mind,132.29
1767,39857,2023-07-14,Wrong Item,634.29
1768,27042,2022-05-22,Damaged,670.42
1769,6036,2025-09-09,Faulty Product,1152.75
1770,28441,2023-06-22,Damaged,702.44
1771,5566,2023-06-20,Wrong Item,777.27
1772,22893,2023-07-18,Changed Mind,576.28
1773,45291,2024-09-20,Wrong Item,101.49
1774,37521,2023-12-12,Late Delivery,691.17
1775,13965,2023-08-05,Faulty Product,1007.26
1776,27785,2025-12-20,Faulty Product,705.29
1777,9382,2024-01-27,Faulty Product,939.71
1778,24328,2024-12-12,Late Delivery,332.63
1779,36176,2024-08-25,Faulty Product,1244.0
1780,13503,2025-10-06,Faulty Product,666.61
1781,23889,2023-10-21,Faulty Product,912.16
1782,8718,2025-04-16,Changed Mind,931.27
1783,3402,2024-04-12,Wrong Item,700.64
1784,4275,2024-07-11,Faulty Product,842.99
1785,15427,2024-05-21,Late Delivery,762.69
1786,44977,2022-05-06,Late Delivery,686.13
1787,29971,2023-09-22,Damaged,785.58
1788,28225,2025-01-14,Damaged,751.59
1789,12362,2023-06-08,Changed Mind,87.03
1790,18800,2025-07-18,Wrong Item,619.27
1791,26019,2023-12-11,Wrong Item,9.03
1792,15668,2023-01-06,Wrong Item,1170.54
1793,11965,2025-07-18,Faulty Product,806.52
1794,10286,2025-01-13,Wrong Item,301.42
1795,24163,2022-04-11,Faulty Product,1679.86
1796,44401,2025-12-12,Late Delivery,669.45
1797,35425,2023-07-02,Wrong Item,543.97
1798,42823,2023-12-20,Damaged,645.39
1799,2896,2026-01-01,Wrong Item,85.36
1800,47632,2023-02-26,Wrong Item,1268.86
1801,8193,2025-04-15,Damaged,1195.58
1802,20851,2024-12-27,Late Delivery,404.61
1803,28198,2025-12-04,Wrong Item,929.31
1804,43539,2023-01-01,Changed Mind,578.11
1805,42792,2025-07-25,Damaged,112.84
1806,1890,2025-02-28,Late Delivery,1101.47
1807,37590,2024-10-02,Changed Mind,13.05
1808,43450,2024-12-23,Damaged,240.17
1809,9285,2023-07-11,Damaged,661.08
1810,48016,2023-12-31,Damaged,1047.08
1811,46013,2022-11-23,Faulty Product,215.56
1812,11150,2025-06-26,Damaged,112.43
1813,35522,2022-04-03,Faulty Product,867.05
1814,38781,2022-12-29,Wrong Item,610.56
1815,27360,2022-02-23,Changed Mind,1128.17
1816,6958,2023-06-18,Late Delivery,719.08
1817,40633,2024-12-21,Late Delivery,999.1
1818,33080,2024-04-09,Changed Mind,405.27
1819,36705,2024-09-30,Changed Mind,686.76
1820,4592,2024-12-15,Changed Mind,300.54
1821,44303,2022-08-09,Damaged,985.13
1822,16278,2023-06-15,Changed Mind,278.58
1823,37495,2024-07-13,Faulty Product,1346.74
1824,450,2024-09-15,Faulty Product,568.03
1825,47973,2022-06-12,Late Delivery,289.4
1826,38541,2022-06-29,Damaged,1052.01
1827,40883,2024-12-13,Faulty Product,1238.13
1828,28085,2022-05-04,Damaged,1132.15
1829,15395,2023-09-10,Faulty Product,211.69
1830,11901,2022-11-30,Damaged,854.67
1831,16976,2022-07-21,Late Delivery,230.16
1832,167,2024-07-22,Damaged,599.08
1833,35261,2022-02-14,Changed Mind,272.42
1834,34514,2024-07-01,Wrong Item,502.76
1835,28132,2022-07-17,Late Delivery,294.83
1836,8622,2022-06-27,Late Delivery,531.46
1837,12990,2022-09-28,Faulty Product,187.01
1838,17155,2022-12-15,Wrong Item,85.4
1839,39601,2024-12-23,Faulty Product,1176.68
1840,11782,2025-09-18,Faulty Product,792.32
1841,21713,2023-01-26,Damaged,1115.48
1842,18934,2024-09-01,Changed Mind,355.32
1843,4801,2024-09-20,Damaged,280.48
1844,34086,2025-11-29,Damaged,603.55
1845,8327,2022-08-12,Faulty Product,754.99
1846,37747,2023-07-14,Late Delivery,423.52
1847,26339,2024-02-28,Changed Mind,250.28
1848,37609,2023-01-29,Changed Mind,831.09
1849,1223,2024-05-06,Wrong Item,387.31
1850,25139,2024-06-05,Late Delivery,486.08
1851,3734,2023-12-17,Damaged,461.63
1852,38682,2025-10-15,Late Delivery,1480.37
1853,1528,2022-12-01,Changed Mind,425.25
1854,33081,2022-09-23,Faulty Product,304.92
1855,38406,2024-10-16,Late Delivery,739.89
1856,7087,2023-12-02,Late Delivery,583.69
1857,13498,2024-11-18,Faulty Product,204.04
1858,1036,2022-10-17,Wrong Item,747.3
1859,15295,2024-11-27,Damaged,1034.32
1860,10396,2024-11-03,Wrong Item,823.68
1861,8868,2025-06-02,Changed Mind,1013.49
1862,20119,2024-05-14,Faulty Product,584.5
1863,25927,2022-05-18,Wrong Item,195.54
1864,10761,2022-08-30,Late Delivery,543.08
1865,16559,2022-08-10,Changed Mind,1158.86
1866,3204,2024-12-09,Changed Mind,202.81
1867,2185,2022-06-14,Damaged,980.46
1868,34544,2023-06-13,Changed Mind,772.4
1869,444444,2024-07-21,Wrong Item,465.9
1870,47919,2023-09-01,Wrong Item,129.5
1871,33569,2025-11-11,Damaged,551.0
1872,30649,2023-08-23,Late Delivery,160.33
1873,11033,2025-06-23,Faulty Product,110.74
1874,17153,2024-11-30,Faulty Product,552.83
1875,23932,2023-09-22,Wrong Item,852.72
1876,11091,2025-07-02,Changed Mind,277.96
1877,42760,2024-12-12,Damaged,1670.8
1878,542,2024-09-16,Changed Mind,1035.3
1879,15645,2022-08-31,Faulty Product,74.36
1880,16686,2024-05-17,Faulty Product,340.53
1881,18714,2025-02-28,Faulty Product,540.87
1882,36358,2025-10-13,Faulty Product,1108.97
1883,19656,2025-05-19,Changed Mind,798.12
1884,19094,2025-09-30,Damaged,9.35
1885,38903,2024-06-01,Late Delivery,621.75
1886,47144,2022-06-20,Late Delivery,1218.52
1887,49035,2024-10-21,Wrong Item,486.73
1888,30098,2022-10-11,Late Delivery,1404.26
1889,26251,2022-07-04,Changed Mind,676.06
1890,42264,2023-08-10,Damaged,1304.87
1891,41976,2024-12-31,Damaged,960.63
1892,4047,2022-11-26,Changed Mind,1290.15
1893,33557,2022-12-03,Faulty Product,410.16
1894,31671,2023-12-09,Damaged,333.62
1895,39371,2022-05-28,Wrong Item,455.81
1896,4697,2024-08-07,Changed Mind,802.47
1897,49604,2023-11-23,Damaged,248.03
1898,21218,2025-08-03,Wrong Item,755.21
1899,18907,2022-12-16,Changed Mind,211.43
1900,19691,2022-07-23,Late Delivery,682.7
1901,24877,2023-05-17,Wrong Item,288.83
1902,41058,2023-08-19,Damaged,531.51
1903,1704,2025-01-09,Changed Mind,1292.24
1904,5328,2024-09-25,Damaged,1089.57
1905,29415,2024-10-25,Damaged,1325.65
1906,39035,2025-12-09,Wrong Item,1370.85
1907,23391,2022-11-26,Damaged,702.71
1908,19371,2023-11-29,Late Delivery,617.5
1909,43039,2022-09-25,Faulty Product,788.99
1910,34261,2024-09-03,Damaged,77.67
1911,2560,2023-08-21,Wrong Item,539.34
1912,29801,2022-05-03,Changed Mind,740.73
1913,22970,2025-04-26,Late Delivery,139.2
1914,38131,2025-04-03,Damaged,869.85
1915,24932,2025-08-10,Faulty Product,922.63
1916,34923,2022-09-19,Damaged,355.32
1917,43801,2025-03-05,Faulty Product,622.99
1918,2904,2024-10-15,Damaged,418.81
1919,17263,2022-10-14,Wrong Item,789.26
1920,21917,2022-12-14,Changed Mind,9.53
1921,38670,2025-10-06,Wrong Item,797.17
1922,31991,2023-07-19,Wrong Item,581.32
1923,15021,2023-05-11,Changed Mind,218.28
1924,2825,2024-06-27,Faulty Product,1209.44
1925,22743,2022-05-24,Wrong Item,358.57
1926,37062,2025-05-17,Changed Mind,1315.08
1927,10337,2024-07-16,Changed Mind,1011.32
1928,32866,2022-09-16,Changed Mind,901.76
1929,13172,2025-01-02,Damaged,136.09
1930,16547,2022-11-04,Wrong Item,230.15
1931,28587,2025-05-25,Changed Mind,754.79
1932,28685,2023-01-01,Faulty Product,571.59
1933,9401,2024-10-04,Damaged,1388.15
1934,46695,2022-08-19,Wrong Item,844.76
1935,15190,2023-08-13,Changed Mind,969.57
1936,49360,2023-02-21,Wrong Item,941.65
1937,17273,2022-08-26,Faulty Product,396.83
1938,7361,2024-06-07,Damaged,836.54
1939,40151,2022-12-10,Late Delivery,771.03
1940,5700,2024-06-14,Changed Mind,128.06
1941,28726,2024-11-28,Late Delivery,184.1
1942,31028,2025-08-27,Changed Mind,705.83
1943,48317,2024-04-15,Faulty Product,1235.6
1944,20658,2022-09-28,Damaged,1066.31
1945,16826,2023-09-10,Late Delivery,658.87
1946,23317,2025-05-14,Changed Mind,996.14
1947,23308,2025-01-10,Changed Mind,1039.93
1948,1980,2024-02-16,Changed Mind,208.6
1949,35731,2024-03-19,Changed Mind,981.17
1950,13190,2023-10-27,Faulty Product,1224.29
1951,40387,2024-04-29,Damaged,662.85
1952,49394,2023-07-19,Wrong Item,683.99
1953,16481,2025-10-13,Wrong Item,409.18
1954,4995,2022-10-30,Faulty Product,879.04
1955,12432,2025-12-30,Changed Mind,1283.67
1956,38704,2022-12-07,Faulty Product,292.48
1957,38294,2022-07-27,Changed Mind,852.12
1958,31678,2023-06-09,Faulty Product,322.08
1959,49206,2024-11-26,Changed Mind,791.84
1960,15347,2022-10-17,Changed Mind,646.31
1961,12022,2022-08-14,Faulty Product,1728.28
1962,8466,2024-08-16,Damaged,625.65
1963,12307,2023-04-16,Wrong Item,894.23
1964,36568,2022-07-02,Late Delivery,427.5
1965,14618,2022-08-05,Damaged,727.64
1966,7368,2025-12-06,Changed Mind,121.32
1967,12693,2022-06-27,Wrong Item,641.49
1968,37954,2023-02-03,Late Delivery,777.64
1969,14919,2024-11-22,Wrong Item,37.73
1970,15906,2025-12-05,Changed Mind,1152.48
1971,32742,2023-05-28,Late Delivery,311.92
1972,1183,2025-09-14,Late Delivery,1290.15
1973,48235,2023-12-25,Late Delivery,288.97
1974,17744,2023-08-16,Changed Mind,1385.75
1975,28170,2022-10-05,Changed Mind,232.36
1976,12677,2025-03-24,Damaged,426.19
1977,12699,2025-05-10,Faulty Product,534.54
1978,17162,2023-12-02,Damaged,425.76
1979,17129,2023-04-21,Changed Mind,844.36
1980,17381,2022-08-09,Changed Mind,886.92
1981,19010,2023-09-10,Wrong Item,910.21
1982,38559,2025-09-08,Wrong Item,900.89
1983,31067,2024-08-26,Damaged,591.0
1984,43642,2024-02-17,Late Delivery,522.56
1985,33176,2025-12-13,Faulty Product,157.09
1986,10992,2025-06-10,Damaged,480.42
1987,26983,2025-02-11,Faulty Product,1093.45
1988,3059,2024-10-27,Wrong Item,402.52
1989,2233,2022-07-20,Wrong Item,339.14
1990,11367,2024-08-19,Changed Mind,207.69
1991,31092,2025-03-02,Late Delivery,430.79
1992,1400,2022-09-01,Wrong Item,643.25
1993,24383,2023-06-28,Damaged,864.62
1994,44554,2025-11-03,Wrong Item,111.36
1995,14217,2023-03-24,Wrong Item,828.64
1996,5139,2024-04-09,Changed Mind,183.43
1997,11249,2023-09-24,Faulty Product,82.59
1998,38711,2025-09-07,Wrong Item,191.57
1999,23692,2022-04-04,Changed Mind,1116.3
2000,4468,2024-05-19,Wrong Item,1028.75
2001,31256,2022-05-02,Late Delivery,352.47
2002,4471,2022-03-22,Late Delivery,948.37
2003,8813,2024-03-25,Damaged,924.54
2004,24026,2022-12-28,Faulty Product,853.98
2005,3063,2022-03-04,Wrong Item,647.35
2006,43885,2022-12-25,Late Delivery,420.45
2007,39356,2025-07-21,Changed Mind,314.7
2008,48155,2024-09-14,Changed Mind,693.55
2009,32915,2022-12-11,Wrong Item,429.11
2010,24954,2023-02-18,Damaged,116.06
2011,10917,2024-07-02,Damaged,196.08
2012,44564,2024-12-03,Changed Mind,601.58
2013,13663,2022-10-14,Changed Mind,197.52
2014,36870,2024-08-20,Late Delivery,638.49
2015,18548,2025-08-30,Changed Mind,278.3
2016,444444,2022-10-24,Damaged,640.63
2017,45744,2022-05-07,Damaged,245.22
2018,31339,2023-09-19,Damaged,600.58
2019,19112,2025-01-11,Faulty Product,1428.18
2020,24571,2023-04-01,Late Delivery,960.36
2021,36264,2023-02-17,Damaged,467.96
2022,22871,2025-08-12,Wrong Item,320.66
2023,49128,2023-08-27,Faulty Product,973.98
2024,41326,2024-06-25,Late Delivery,1066.26
2025,17553,2024-06-20,Damaged,901.08
2026,29527,2022-10-21,Changed Mind,234.1
2027,45419,2023-04-10,Faulty Product,932.39
2028,15513,2022-01-28,Wrong Item,416.04
2029,21208,2023-11-26,Faulty Product,928.1
2030,2239,2022-08-17,Wrong Item,69.91
2031,47900,2022-11-30,Damaged,1012.65
2032,35934,2024-10-01,Damaged,694.07
2033,14995,2024-03-03,Changed Mind,377.02
2034,5579,2022-05-25,Faulty Product,251.45
2035,25877,2025-08-13,Damaged,555.07
2036,8453,2024-07-18,Faulty Product,535.2
2037,36218,2023-08-31,Late Delivery,507.59
2038,13054,2023-11-30,Late Delivery,1776.38
2039,27253,2024-11-08,Wrong Item,233.91
2040,38114,2023-10-25,Changed Mind,1029.72
2041,41366,2022-09-10,Faulty Product,493.47
2042,22022,2023-12-11,Late Delivery,843.25
2043,23867,2025-09-16,Damaged,849.71
2044,16035,2025-06-01,Damaged,662.02
2045,5484,2025-11-29,Late Delivery,829.64
2046,44535,2023-01-17,Damaged,223.89
2047,49471,2023-06-09,Late Delivery,638.89
2048,40875,2024-08-31,Faulty Product,611.07
2049,35119,2022-08-24,Late Delivery,1106.9
2050,33332,2022-08-29,Damaged,380.36
2051,20985,2022-06-17,Changed Mind,1228.49
2052,41343,2024-07-19,Faulty Product,682.79
2053,2298,2024-09-22,Faulty Product,1062.2
2054,21337,2024-10-22,Changed Mind,636.73
2055,33931,2024-05-03,Faulty Product,105.72
2056,12277,2025-05-03,Changed Mind,453.61
2057,24905,2024-09-14,Late Delivery,294.45
2058,1969,2025-04-27,Faulty Product,191.5
2059,34229,2022-09-18,Damaged,1035.67
2060,47630,2022-04-14,Late Delivery,397.32
2061,33345,2025-01-12,Damaged,868.9
2062,4743,2025-05-27,Late Delivery,957.0
2063,33997,2024-03-22,Damaged,1010.31
2064,24664,2025-01-12,Faulty Product,1127.75
2065,3538,2025-05-20,Damaged,150.14
2066,20523,2024-09-24,Late Delivery,1147.4
2067,1881,2025-12-07,Damaged,934.39
2068,25247,2024-04-30,Faulty Product,73.97
2069,44219,2025-02-18,Faulty Product,1002.36
2070,15667,2025-12-13,Faulty Product,206.49
2071,45323,2025-07-18,Changed Mind,1254.58
2072,11480,2024-12-26,Damaged,1096.95
2073,24395,2023-06-25,Wrong Item,316.22
2074,32987,2024-12-06,Damaged,199.33
2075,32220,2022-12-10,Late Delivery,454.67
2076,34247,2025-07-05,Faulty Product,1536.68
2077,5804,2025-07-29,Wrong Item,392.75
2078,21625,2023-08-08,Wrong Item,253.49
2079,22920,2024-12-17,Late Delivery,600.47
2080,30971,2025-12-19,Wrong Item,837.76
2081,29435,2025-04-22,Wrong Item,718.97
2082,38284,2023-08-13,Wrong Item,226.02
2083,15192,2024-09-14,Faulty Product,207.8
2084,10326,2023-08-07,Faulty Product,242.02
2085,9288,2022-07-23,Damaged,270.7
2086,15720,2023-11-22,Wrong Item,946.93
2087,1385,2023-06-28,Wrong Item,967.11
2088,22300,2025-01-19,Changed Mind,1111.36
2089,25644,2022-10-07,Late Delivery,884.9
2090,44400,2022-01-18,Changed Mind,666.7
2091,6504,2024-08-22,Wrong Item,1172.38
2092,38454,2024-12-09,Faulty Product,560.19
2093,22738,2024-12-01,Damaged,442.4
2094,10190,2022-09-11,Wrong Item,1646.73
2095,36404,2023-07-17,Damaged,931.03
2096,43249,2023-01-03,Wrong Item,419.68
2097,25329,2024-01-15,Damaged,900.97
2098,24572,2024-03-20,Damaged,574.42
2099,34478,2023-06-01,Wrong Item,68.99
2100,47745,2024-06-25,Faulty Product,1327.97
2101,10510,2022-12-01,Faulty Product,1013.6
2102,2117,2024-12-02,Changed Mind,571.16
2103,17371,2025-06-09,Wrong Item,78.67
2104,11055,2022-11-11,Changed Mind,849.63
2105,34360,2025-12-17,Wrong Item,687.79
2106,20402,2023-04-09,Wrong Item,429.08
2107,29276,2022-09-15,Wrong Item,1542.76
2108,12149,2022-03-03,Wrong Item,770.27
2109,41538,2023-12-23,Wrong Item,989.63
2110,9571,2023-06-10,Changed Mind,682.4
2111,39899,2022-12-12,Faulty Product,768.5
2112,43570,2025-11-15,Wrong Item,397.56
2113,444444,2022-06-23,Late Delivery,1337.36
2114,40571,2025-06-07,Changed Mind,163.17
2115,49840,2024-04-23,Changed Mind,756.62
2116,39799,2022-07-22,Faulty Product,1649.08
2117,17559,2022-10-29,Changed Mind,570.76
2118,6795,2024-01-01,Late Delivery,1230.94
2119,11768,2022-03-26,Damaged,332.96
2120,200,2024-07-14,Late Delivery,718.69
2121,31944,2025-07-01,Faulty Product,67.91
2122,20932,2024-06-11,Late Delivery,1567.88
2123,7243,2025-11-08,Changed Mind,1266.89
2124,45367,2024-07-20,Changed Mind,576.55
2125,43079,2022-09-28,Faulty Product,214.84
2126,38139,2022-11-23,Faulty Product,288.34
2127,374,2022-01-17,Late Delivery,423.98
2128,8124,2025-10-26,Faulty Product,882.72
2129,39684,2025-09-21,Damaged,159.83
2130,49518,2025-12-19,Changed Mind,1543.31
2131,23847,2022-10-21,Damaged,512.02
2132,20807,2025-07-26,Changed Mind,421.5
2133,40677,2022-01-22,Damaged,428.67
2134,16104,2024-12-07,Changed Mind,384.67
2135,37208,2023-11-06,Late Delivery,1264.38
2136,41278,2025-06-21,Wrong Item,718.34
2137,15622,2022-03-19,Changed Mind,264.78
2138,47119,2022-11-30,Damaged,974.66
2139,37881,2025-05-02,Late Delivery,437.88
2140,25397,2025-01-04,Faulty Product,671.61
2141,1417,2022-04-02,Wrong Item,62.91
2142,12168,2024-05-16,Faulty Product,626.21
2143,4153,2025-09-08,Wrong Item,798.49
2144,39201,2025-08-26,Faulty Product,1066.54
2145,41655,2023-02-16,Wrong Item,309.16
2146,17409,2024-10-14,Wrong Item,1099.72
2147,34462,2023-07-02,Late Delivery,251.36
2148,5780,2022-05-09,Late Delivery,763.99
2149,41467,2025-09-28,Damaged,676.07
2150,32782,2022-04-10,Faulty Product,1111.54
2151,27885,2024-01-02,Faulty Product,1496.69
2152,26900,2025-04-28,Wrong Item,1008.52
2153,25439,2025-04-05,Late Delivery,885.43
2154,16992,2024-05-02,Damaged,1479.08
2155,9031,2023-03-24,Changed Mind,732.38
2156,38637,2022-06-06,Faulty Product,385.62
2157,33122,2023-08-02,Late Delivery,1132.63
2158,11898,2024-12-16,Changed Mind,842.56
2159,23074,2022-09-05,Changed Mind,473.52
2160,17348,2024-01-01,Late Delivery,1334.58
2161,38395,2025-12-05,Changed Mind,551.51
2162,27901,2022-09-22,Late Delivery,141.21
2163,16334,2025-08-29,Damaged,274.89
2164,4510,2023-11-23,Wrong Item,114.18
2165,14752,2024-04-05,Wrong Item,253.8
2166,20963,2022-12-25,Changed Mind,276.82
2167,13832,2025-06-02,Late Delivery,764.78
2168,23945,2023-04-06,Late Delivery,517.59
2169,37383,2024-05-08,Wrong Item,801.8
2170,42155,2025-07-31,Changed Mind,988.11
2171,2050,2025-01-04,Damaged,668.02
2172,5573,2025-12-07,Wrong Item,101.68
2173,15656,2024-05-25,Wrong Item,787.54
2174,19557,2022-12-08,Damaged,137.25
2175,29284,2022-09-05,Changed Mind,1327.21
2176,444444,2024-12-07,Damaged,137.59
2177,11577,2023-11-28,Changed Mind,1009.11
2178,25995,2025-08-15,Late Delivery,339.42
2179,43160,2022-12-22,Changed Mind,905.9
2180,8296,2023-11-18,Late Delivery,83.43
2181,33738,2025-12-01,Late Delivery,284.71
2182,46772,2022-09-13,Wrong Item,903.5
2183,49154,2025-08-21,Faulty Product,717.44
2184,33316,2024-12-31,Faulty Product,715.44
2185,1753,2022-08-02,Changed Mind,437.05
2186,39140,2026-01-05,Late Delivery,655.05
2187,40691,2023-03-11,Faulty Product,1058.08
2188,28245,2022-07-18,Late Delivery,991.89
2189,14466,2023-12-14,Wrong Item,127.33
2190,28011,2023-07-22,Late Delivery,866.59
2191,18188,2025-02-23,Changed Mind,65.98
2192,35335,2024-05-13,Late Delivery,232.79
2193,44960,2022-04-20,Late Delivery,961.01
2194,12426,2022-03-05,Changed Mind,710.19
2195,46339,2025-11-06,Damaged,651.32
2196,17998,2024-12-29,Changed Mind,734.64
2197,23880,2023-11-16,Wrong Item,1615.31
2198,29915,2023-04-11,Faulty Product,783.24
2199,22690,2022-08-30,Faulty Product,597.47
2200,696,2025-10-17,Wrong Item,1083.85
2201,45995,2025-12-08,Late Delivery,490.21
2202,4981,2023-06-29,Damaged,820.66
2203,2650,2024-04-05,Wrong Item,1183.46
2204,33004,2023-07-10,Changed Mind,1559.45
2205,32368,2025-09-25,Wrong Item,145.97
2206,46138,2022-11-24,Damaged,155.1
2207,39861,2022-07-08,Faulty Product,451.82
2208,37512,2025-08-18,Changed Mind,816.76
2209,40711,2023-07-17,Wrong Item,1514.37
2210,38155,2023-08-02,Damaged,1142.32
2211,13567,2022-10-04,Damaged,857.01
2212,444444,2025-02-09,Late Delivery,485.46
2213,2549,2022-11-17,Late Delivery,417.05
2214,16875,2024-09-01,Late Delivery,892.69
2215,19801,2023-02-05,Wrong Item,1364.41
2216,10392,2023-12-24,Late Delivery,817.92
2217,28533,2024-12-21,Wrong Item,519.35
2218,3745,2024-10-22,Changed Mind,1031.58
2219,20025,2025-04-15,Faulty Product,294.16
