OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,Cost,Profit
10556,4421,284,3,1905.03,0.00,2612.91,3102.18
10557,4422,425,1,563.34,0.00,353.71,209.63
10558,4422,249,1,577.62,0.00,359.83,217.79
10559,4422,44,4,582.27,0.00,1602.92,726.16
10560,4423,276,1,1093.30,0.00,548.78,544.52
10561,4424,316,1,76.79,0.00,39.83,36.96
10562,4424,217,3,195.59,0.00,408.21,178.56
10563,4424,429,1,430.82,0.00,266.20,164.62
10564,4425,43,2,701.93,0.00,779.50,624.36
10565,4425,296,2,334.40,0.00,311.86,356.94
10566,4425,203,2,901.17,0.00,1096.66,705.68
10567,4426,30,2,389.74,0.10,367.24,334.29
10568,4427,52,2,1127.92,0.05,1652.28,490.77
10569,4427,329,0,1346.54,0.05,695.93,583.28
10570,4427,262,2,939.25,0.05,1364.46,420.11
10571,4427,205,2,410.18,0.05,562.08,217.26
10572,4428,423,1,684.67,0.00,345.17,339.50
10573,4428,101,4,685.62,0.00,1509.92,1232.56
10574,4428,140,1,528.54,0.00,393.40,135.14
10575,4428,145,2,971.34,0.00,1151.84,790.84
10576,4428,410,1,611.40,0.00,344.44,266.96
10577,4429,51,0,1384.95,0.05,1449.36,1182.04
10578,4430,131,4,1743.73,0.00,3359.60,3615.32
10579,4431,248,1,341.96,0.00,203.72,138.24
10580,4431,71,1,232.84,0.00,183.43,49.41
10581,4432,365,2,263.90,0.00,400.04,127.76
10582,4433,39,1,1477.34,0.00,763.97,713.37
10583,4434,261,1,426.58,0.00,324.60,101.98
10584,4434,38,1,841.23,0.00,391.01,450.22
10585,4435,308,3,55.29,0.00,77.22,88.65
10586,4436,211,2,881.37,0.10,1155.86,430.61
10587,4436,336,1,766.10,0.10,508.01,181.48
10588,4436,14,2,117.86,0.10,139.86,72.29
10589,4436,112,1,609.52,0.10,391.67,156.90
10590,4436,273,1,673.76,0.10,402.30,204.08
10591,4437,152,2,1315.20,0.10,1439.96,927.40
10592,4438,211,2,881.37,0.31,1155.86,60.43
10593,4438,312,3,809.68,0.31,1523.49,152.55
10594,4438,85,2,243.49,0.31,335.50,0.52
10595,4438,12,1,449.66,0.31,238.39,71.88
10596,4438,253,4,297.52,0.31,555.28,265.88
10597,4439,51,1,1384.95,0.00,724.68,660.27
10598,4439,426,4,492.75,0.00,1308.52,662.48
10599,4439,450,1,704.36,0.00,355.07,349.29
10600,4439,397,4,1123.01,0.00,2363.48,2128.56
10601,4440,30,2,389.74,0.25,367.24,217.37
10602,4440,191,1,1687.13,0.25,786.88,478.47
10603,4440,102,2,1253.74,0.25,1636.22,244.39
10604,4441,398,0,994.15,0.00,1158.64,829.66
10605,4442,7,1,219.88,0.10,143.54,54.35
10606,4443,299,3,949.94,0.00,1551.18,1298.64
10607,4443,332,1,677.82,0.00,317.18,360.64
10608,4444,397,1,1123.01,0.10,590.87,419.84
10609,4444,185,2,971.22,0.10,1429.64,318.56
10610,4444,221,2,1143.89,0.10,1140.18,918.82
10611,4444,12,1,449.66,0.10,238.39,166.30
10612,4445,186,4,1314.24,0.10,3199.36,1531.90
10613,4445,20,1,933.16,0.10,442.24,397.60
10614,4445,355,2,1156.42,0.10,1245.62,835.94
10615,4445,347,2,240.97,0.10,355.14,78.61
10616,4445,76,3,1090.75,0.10,1604.79,1340.24
10617,4446,19,2,372.92,0.10,514.34,156.92
10618,4447,124,4,28.23,0.05,68.96,38.31
10619,4447,284,1,1905.03,0.05,870.97,938.81
10620,4448,1,3,310.49,0.00,529.41,402.06
10621,4449,125,3,816.40,0.24,1754.10,107.29
10622,4449,202,1,1054.71,0.24,557.97,243.61
10623,4450,160,1,900.25,0.00,712.66,187.59
10624,4451,348,2,818.86,0.00,1296.30,341.42
10625,4451,352,1,1465.47,0.00,679.61,785.86
10626,4451,382,1,525.54,0.00,377.61,147.93
10627,4451,88,4,830.41,0.00,1724.40,1597.24
10628,4452,295,1,462.10,0.00,250.63,211.47
10629,4452,280,1,40.22,0.00,28.19,12.03
10630,4452,21,1,316.64,0.00,252.63,64.01
10631,4452,156,1,368.90,0.00,184.71,184.19
10632,4453,221,2,1143.89,0.00,1140.18,1147.60
10633,4454,182,1,1062.16,0.00,619.06,443.10
10634,4454,38,2,841.23,0.00,782.02,900.44
10635,4455,59,1,652.87,0.00,369.80,283.07
10636,4455,98,1,477.79,0.00,230.97,246.82
10637,4456,257,1,713.76,0.10,389.17,253.21
10638,4456,343,4,1612.88,0.10,3018.64,2787.73
10639,4457,215,4,269.75,0.00,621.92,457.08
10640,4458,86,1,1123.49,0.00,538.56,584.93
10641,4458,365,1,263.90,0.00,200.02,63.88
10642,4458,362,2,704.17,0.00,1053.84,354.50
10643,4459,215,2,269.75,0.00,310.96,228.54
10644,4460,149,3,928.34,0.00,1550.61,1234.41
10645,4460,15,3,294.03,0.00,587.31,294.78
10646,4460,292,1,1444.74,0.00,869.81,574.93
10647,4461,233,3,1150.97,0.00,1612.68,1840.23
10648,4461,390,1,405.19,0.00,222.12,183.07
10649,4462,81,1,881.59,0.10,471.96,321.47
10650,4462,395,3,902.79,0.10,1500.63,936.90
10651,4463,200,1,599.24,0.10,380.75,158.57
10652,4463,170,1,1072.70,0.10,492.30,473.13
10653,4464,379,1,250.08,0.00,133.22,116.86
10654,4464,14,4,117.86,0.00,279.72,191.72
10655,4465,84,1,887.53,0.10,551.25,247.53
10656,4465,119,4,446.10,0.10,1145.96,460.00
10657,4465,73,2,611.87,0.10,670.32,431.05
10658,4466,373,2,361.53,0.00,347.38,375.68
10659,4467,56,3,855.06,0.00,1697.82,867.36
10660,4467,279,2,205.00,0.00,256.48,153.52
10661,4468,122,2,1058.29,0.05,993.10,1017.65
10662,4468,84,3,887.53,0.05,1653.75,875.71
10663,4469,51,1,1384.95,0.00,724.68,660.27
10664,4469,137,1,1167.03,0.00,624.97,542.06
10665,4470,149,1,928.34,0.18,516.87,244.37
10666,4470,423,1,684.67,0.18,345.17,216.26
10667,4470,156,2,368.90,0.18,369.42,235.58
10668,4471,373,2,361.53,0.00,347.38,375.68
10669,4471,162,4,1033.99,0.00,2435.92,1700.04
10670,4471,54,4,1324.96,0.00,2993.44,2306.40
10671,4471,43,3,701.93,0.00,1169.25,936.54
10672,4471,308,3,55.29,0.00,77.22,88.65
10673,4472,195,2,1003.50,0.00,1014.12,992.88
10674,4472,245,1,425.27,0.00,228.75,196.52
10675,4472,308,4,55.29,0.00,102.96,118.20
10676,4472,413,2,1636.78,0.00,1563.92,1709.64
10677,4473,77,4,1244.24,0.00,2469.64,2507.32
10678,4473,279,1,205.00,0.00,128.24,76.76
10679,4473,341,3,340.20,0.00,781.35,239.25
10680,4473,129,4,14.16,0.00,29.20,27.44
10681,4473,142,1,540.59,0.00,325.82,214.77
10682,4474,266,1,731.72,0.10,361.41,297.14
10683,4474,129,2,14.16,0.10,14.60,10.89
10684,4475,168,1,797.52,0.00,370.26,427.26
10685,4476,101,3,685.62,0.10,1132.44,718.73
10686,4476,393,1,1498.06,0.10,883.28,464.97
10687,4476,401,1,236.79,0.10,128.05,85.06
10688,4476,241,4,509.91,0.10,1040.04,795.64
10689,4476,354,2,457.17,0.10,559.18,263.73
10690,4477,420,1,133.29,0.34,73.04,14.93
10691,4477,106,1,390.52,0.34,265.68,-7.94
10692,4477,181,1,743.17,0.34,580.79,-90.30
10693,4478,65,2,258.71,0.00,305.44,211.98
10694,4479,343,1,1612.88,0.10,754.66,696.93
10695,4480,401,2,236.79,0.00,256.10,217.48
10696,4481,158,1,418.90,0.00,308.15,110.75
10697,4482,281,4,358.28,0.10,957.16,332.65
10698,4482,264,4,231.72,0.10,672.56,161.63
10699,4483,415,2,969.06,0.10,1532.26,212.05
10700,4483,364,2,1408.65,0.10,1454.38,1081.19
10701,4483,21,1,316.64,0.10,252.63,32.35
10702,4484,383,1,1175.06,0.05,765.16,351.15
10703,4484,234,4,1443.15,0.05,2854.16,2629.81
10704,4484,299,4,949.94,0.05,2068.24,1541.53
10705,4485,183,2,721.07,0.00,1098.86,343.28
10706,4485,379,1,250.08,0.00,133.22,116.86
10707,4485,227,1,750.79,0.00,583.28,167.51
10708,4486,32,2,334.71,0.00,508.70,160.72
10709,4486,295,1,462.10,0.00,250.63,211.47
10710,4486,38,2,841.23,0.00,782.02,900.44
10711,4486,398,4,994.15,0.00,2317.28,1659.32
10712,4486,264,1,231.72,0.00,168.14,63.58
10713,4487,201,1,1539.52,0.00,847.56,691.96
10714,4487,203,1,901.17,0.00,548.33,352.84
10715,4487,119,2,446.10,0.00,572.98,319.22
10716,4487,30,4,389.74,0.00,734.48,824.48
10717,4488,62,2,1400.01,0.05,1358.72,1301.30
10718,4489,196,2,1031.31,0.10,1100.10,756.26
10719,4489,414,1,152.33,0.10,71.54,65.56
10720,4490,74,1,1599.45,0.00,738.27,861.18
10721,4491,46,1,1448.12,0.34,737.49,218.27
10722,4491,164,1,1180.66,0.34,632.46,146.78
10723,4492,68,0,303.42,0.27,777.76,108.23
10724,4492,165,3,476.59,0.27,832.23,211.50
10725,4492,272,4,451.21,0.27,1078.40,239.13
10726,4493,250,2,64.52,0.00,60.46,68.58
10727,4494,284,2,1905.03,0.10,1741.94,1687.11
10728,4495,256,4,897.00,0.00,1939.08,1648.92
10729,4495,310,4,997.28,0.00,1941.36,2047.76
10730,4496,214,4,554.89,0.00,1436.84,782.72
10731,4496,375,1,122.16,0.00,95.30,26.86
10732,4496,425,2,563.34,0.00,707.42,419.26
10733,4497,434,1,597.37,0.24,277.67,176.33
10734,4497,323,1,86.96,0.24,50.96,15.13
10735,4498,35,3,850.65,0.00,1616.79,935.16
10736,4498,249,1,577.62,0.00,359.83,217.79
10737,4498,279,2,205.00,0.00,256.48,153.52
10738,4499,138,2,1184.65,0.10,1131.98,1000.39
10739,4499,194,1,659.42,0.10,333.97,259.51
10740,4499,311,3,542.79,0.10,997.11,468.42
10741,4500,291,1,734.77,0.00,421.92,312.85
10742,4500,23,1,1622.06,0.00,850.82,771.24
10743,4501,433,1,1023.91,0.05,564.41,408.30
10744,4501,30,3,389.74,0.05,550.86,559.90
10745,4502,301,4,91.89,0.00,281.24,86.32
10746,4502,76,4,1090.75,0.00,2139.72,2223.28
10747,4502,421,1,550.37,0.00,297.11,253.26
10748,4502,85,2,243.49,0.00,335.50,151.48
10749,4503,88,1,830.41,0.10,431.10,316.27
10750,4504,159,3,1153.90,0.00,1830.93,1630.77
10751,4505,126,3,510.17,0.00,749.16,781.35
10752,4506,359,2,840.69,0.31,1269.74,-109.59
10753,4506,271,4,254.61,0.31,666.04,36.68
10754,4506,235,2,1048.61,0.31,1210.12,236.96
10755,4506,2,1,871.94,0.31,419.05,182.59
10756,4507,3,1,1038.15,0.00,588.67,449.48
10757,4507,27,2,305.78,0.00,286.66,324.90
10758,4508,18,2,170.22,0.05,250.38,73.04
10759,4508,193,2,867.26,0.05,1185.56,462.23
10760,4509,282,4,1416.66,0.05,3301.00,2082.31
10761,4510,111,4,778.62,0.00,1811.68,1302.80
10762,4510,45,1,140.72,0.00,80.89,59.83
10763,4511,74,1,1599.45,0.00,738.27,861.18
10764,4512,287,1,712.24,0.00,447.15,265.09
10765,4512,393,2,1498.06,0.00,1766.56,1229.56
10766,4512,18,2,170.22,0.00,250.38,90.06
10767,4513,446,1,160.54,0.10,81.06,63.43
10768,4513,425,2,563.34,0.10,707.42,306.59
10769,4513,348,1,818.86,0.10,648.15,88.82
10770,4513,44,2,582.27,0.10,801.46,246.63
10771,4513,289,2,1738.94,0.10,1799.28,1330.81
10772,4514,428,1,430.63,0.00,321.75,108.88
10773,4514,135,1,801.17,0.00,475.73,325.44
10774,4514,377,1,695.29,0.00,455.99,239.30
10775,4515,112,1,609.52,0.00,391.67,217.85
10776,4515,8,1,101.37,0.00,56.16,45.21
10777,4516,163,4,1027.80,0.00,2204.08,1907.12
10778,4517,408,2,615.82,0.00,831.60,400.04
10779,4517,86,4,1123.49,0.00,2154.24,2339.72
10780,4517,19,2,372.92,0.00,514.34,231.50
10781,4518,201,1,1539.52,0.05,847.56,614.98
10782,4518,185,1,971.22,0.05,714.82,207.84
10783,4519,425,1,563.34,0.00,353.71,209.63
10784,4520,193,1,867.26,0.00,592.78,274.48
10785,4520,317,1,952.68,0.00,547.60,405.08
10786,4520,60,1,803.82,0.00,381.03,422.79
10787,4521,414,4,152.33,0.10,286.16,262.23
10788,4522,445,3,1134.30,0.10,2138.10,924.51
10789,4522,146,2,464.31,0.10,524.86,310.90
10790,4523,317,4,952.68,0.25,2190.40,667.64
10791,4524,109,2,116.93,0.00,116.76,117.10
10792,4525,167,1,934.92,0.00,669.33,265.59
10793,4526,343,4,1612.88,0.10,3018.64,2787.73
10794,4526,355,1,1156.42,0.10,622.81,417.97
10795,4527,393,2,1498.06,0.23,1766.56,540.45
10796,4527,152,2,1315.20,0.23,1439.96,585.45
10797,4527,112,2,609.52,0.23,783.34,155.32
10798,4528,279,3,205.00,0.00,384.72,230.28
10799,4529,278,1,1318.28,0.10,612.76,573.69
10800,4529,54,1,1324.96,0.10,748.36,444.10
10801,4530,373,2,361.53,0.10,347.38,303.37
10802,4530,217,1,195.59,0.10,136.07,39.96
10803,4530,396,3,265.20,0.10,541.77,174.27
10804,4530,102,3,1253.74,0.10,2454.33,930.77
10805,4531,348,4,818.86,0.00,2592.60,682.84
10806,4531,45,2,140.72,0.00,161.78,119.66
10807,4531,422,2,803.28,0.00,999.94,606.62
10808,4531,183,1,721.07,0.00,549.43,171.64
10809,4532,335,2,399.89,0.00,469.04,330.74
10810,4533,248,1,341.96,0.00,203.72,138.24
10811,4533,294,2,1655.15,0.00,1611.92,1698.38
10812,4533,443,2,617.04,0.00,767.40,466.68
10813,4534,445,3,1134.30,0.00,2138.10,1264.80
10814,4534,253,1,297.52,0.00,138.82,158.70
10815,4534,77777,2,542.79,0.00,664.74,420.84
10816,4535,146,1,464.31,0.00,262.43,201.88
10817,4535,403,2,951.56,0.00,1113.56,789.56
10818,4536,340,1,1754.82,0.00,841.85,912.97
10819,4537,126,4,510.17,0.00,998.88,1041.80
10820,4537,229,2,1322.96,0.00,1396.30,1249.62
10821,4538,91,2,955.76,0.00,1268.12,643.40
10822,4539,408,1,615.82,0.05,415.80,169.23
10823,4539,73,3,611.87,0.05,1005.48,738.35
10824,4540,268,1,1199.56,0.00,720.41,479.15
10825,4540,103,1,1025.82,0.00,560.82,465.00
10826,4540,307,4,324.18,0.00,590.44,706.28
10827,4540,346,2,844.57,0.00,982.50,706.64
10828,4540,384,1,92.89,0.00,56.57,36.32
10829,4541,333,3,915.26,0.19,1554.78,669.30
10830,4541,259,1,1004.84,0.19,459.06,354.86
10831,4541,22,1,769.00,0.19,400.44,222.45
10832,4541,239,3,306.40,0.19,450.63,293.92
10833,4542,11,2,987.39,0.00,1074.18,900.60
10834,4542,99,1,131.76,0.00,71.30,60.46
10835,4542,444,1,629.70,0.00,363.72,265.98
10836,4542,429,2,430.82,0.00,532.40,329.24
10837,4542,10,2,897.80,0.00,1218.64,576.96
10838,4543,93,1,339.71,0.31,198.66,35.74
10839,4543,116,1,594.94,0.31,445.09,-34.58
10840,4543,36,1,228.34,0.31,108.50,49.05
10841,4543,97,1,879.83,0.31,518.79,88.29
10842,4543,261,1,426.58,0.31,324.60,-30.26
10843,4544,117,2,1248.76,0.10,1209.54,1038.23
10844,4544,43,1,701.93,0.10,389.75,241.99
10845,4545,262,2,939.25,0.00,1364.46,514.04
10846,4545,298,1,84.96,0.00,45.69,39.27
10847,4545,13,3,227.57,0.00,366.42,316.29
10848,4545,39,1,1477.34,0.00,763.97,713.37
10849,4546,355,2,1156.42,0.00,1245.62,1067.22
10850,4546,2,1,871.94,0.00,419.05,452.89
10851,4546,394,2,669.99,0.00,750.94,589.04
10852,4546,74,2,1599.45,0.00,1476.54,1722.36
10853,4547,151,1,1853.60,0.05,876.37,884.55
10854,4547,368,4,721.08,0.05,1389.28,1350.82
10855,4548,308,3,55.29,0.10,77.22,72.06
10856,4548,392,2,447.32,0.10,562.08,243.10
10857,4548,130,1,243.09,0.10,137.99,80.79
10858,4549,53,2,1157.91,0.05,1075.86,1124.17
10859,4549,448,1,491.74,0.05,390.26,76.89
10860,4549,324,3,1095.84,0.05,2221.17,901.97
10861,4549,416,2,1501.12,0.05,1479.04,1373.09
10862,4549,283,2,861.65,0.05,819.16,817.97
10863,4550,2,2,871.94,0.00,838.10,905.78
10864,4551,77,2,1244.24,0.00,1234.82,1253.66
10865,4551,250,2,64.52,0.00,60.46,68.58
10866,4552,333,2,915.26,0.00,1036.52,794.00
10867,4553,249,4,577.62,0.00,1439.32,871.16
10868,4553,102,2,1253.74,0.00,1636.22,871.26
10869,4554,169,4,865.15,0.00,1607.32,1853.28
10870,4554,328,2,1452.62,0.00,1722.46,1182.78
10871,4554,99,1,131.76,0.00,71.30,60.46
10872,4555,196,1,1031.31,0.00,550.05,481.26
10873,4555,210,3,115.58,0.00,224.07,122.67
10874,4555,65,3,258.71,0.00,458.16,317.97
10875,4555,433,2,1023.91,0.00,1128.82,919.00
10876,4555,233,4,1150.97,0.00,2150.24,2453.64
10877,4556,81,1,881.59,0.05,471.96,365.55
10878,4556,432,3,544.79,0.05,819.84,732.81
10879,4557,356,3,276.92,0.00,603.36,227.40
10880,4557,80,3,1354.39,0.00,2408.88,1654.29
10881,4557,328,1,1452.62,0.00,861.23,591.39
10882,4557,282,4,1416.66,0.00,3301.00,2365.64
10883,4558,118,1,564.80,0.00,262.95,301.85
10884,4559,189,3,178.46,0.00,274.29,261.09
10885,4560,391,3,444.81,0.00,878.55,455.88
10886,4561,187,1,149.15,0.00,90.10,59.05
10887,4561,400,1,72.46,0.00,35.27,37.19
10888,4561,315,2,244.41,0.00,268.24,220.58
10889,4562,214,3,554.89,0.00,1077.63,587.04
10890,4562,354,1,457.17,0.00,279.59,177.58
10891,4562,140,1,528.54,0.00,393.40,135.14
10892,4562,286,1,480.66,0.00,328.54,152.12
10893,4562,228,1,662.39,0.00,472.86,189.53
10894,4563,322,1,454.44,0.00,242.65,211.79
10895,4563,283,1,861.65,0.00,409.58,452.07
10896,4563,433,2,1023.91,0.00,1128.82,919.00
10897,4563,39,2,1477.34,0.00,1527.94,1426.74
10898,4564,182,2,1062.16,0.00,1238.12,886.20
10899,4564,192,2,859.15,0.00,1084.74,633.56
10900,4565,10,4,897.80,0.05,2437.28,974.36
10901,4565,297,2,1186.12,0.05,1299.94,953.69
10902,4565,256,1,897.00,0.05,484.77,367.38
10903,4565,145,2,971.34,0.05,1151.84,693.71
10904,4566,44,2,582.27,0.10,801.46,246.63
10905,4567,135,1,801.17,0.00,475.73,325.44
10906,4567,450,1,704.36,0.00,355.07,349.29
10907,4567,180,4,372.91,0.00,813.16,678.48
10908,4568,412,2,1840.88,0.00,1753.18,1928.58
10909,4568,341,1,340.20,0.00,260.45,79.75
10910,4569,309,4,683.23,0.00,2108.36,624.56
10911,4569,194,0,659.42,0.00,1001.91,976.35
10912,4569,15,0,294.03,0.00,391.54,196.52
10913,4569,110,1,360.24,0.00,263.31,96.93
10914,4570,448,2,491.74,0.10,780.52,104.61
10915,4570,394,3,669.99,0.10,1126.41,682.56
10916,4571,189,3,178.46,0.00,274.29,261.09
10917,4572,77777,4,865.15,0.00,1607.32,1853.28
10918,4572,209,2,704.52,0.00,720.76,688.28
10919,4572,170,4,1072.70,0.00,1969.20,2321.60
10920,4573,11,1,987.39,0.00,537.09,450.30
10921,4573,163,2,1027.80,0.00,1102.04,953.56
10922,4573,40,1,604.78,0.00,370.51,234.27
10923,4573,135,1,801.17,0.00,475.73,325.44
10924,4574,347,3,240.97,0.00,532.71,190.20
10925,4574,140,4,528.54,0.00,1573.60,540.56
10926,4574,150,1,897.57,0.00,594.12,303.45
10927,4575,68,1,303.42,0.00,194.44,108.98
10928,4575,391,1,444.81,0.00,292.85,151.96
10929,4575,397,2,1123.01,0.00,1181.74,1064.28
10930,4575,317,1,952.68,0.00,547.60,405.08
10931,4576,11,1,987.39,0.00,537.09,450.30
10932,4576,213,2,1126.87,0.00,1521.62,732.12
10933,4576,156,1,368.90,0.00,184.71,184.19
10934,4576,426,1,492.75,0.00,327.13,165.62
10935,4577,432,2,544.79,0.00,546.56,543.02
10936,4578,252,2,1172.93,0.00,1111.48,1234.38
10937,4578,426,1,492.75,0.00,327.13,165.62
10938,4578,449,2,845.48,0.00,938.64,752.32
10939,4579,405,2,1114.13,0.05,1759.68,357.17
10940,4579,35,1,850.65,0.05,538.93,269.19
10941,4580,28,1,352.29,0.28,165.53,88.12
10942,4580,60,2,803.82,0.28,762.06,395.44
10943,4580,149,2,928.34,0.28,1033.74,303.07
10944,4580,290,2,711.28,0.28,1039.08,-14.84
10945,4581,373,2,361.53,0.00,347.38,375.68
10946,4581,30,1,389.74,0.00,183.62,206.12
10947,4582,119,1,446.10,0.05,286.49,137.31
10948,4582,164,3,1180.66,0.05,1897.38,1467.50
10949,4583,17,1,742.27,0.00,590.31,151.96
10950,4584,200,1,599.24,0.00,380.75,218.49
10951,4584,57,2,385.62,0.00,496.38,274.86
10952,4584,415,1,969.06,0.00,766.13,202.93
10953,4585,404,1,629.01,0.05,498.72,98.84
10954,4585,2,1,871.94,0.05,419.05,409.29
10955,4586,275,3,910.97,0.00,1392.63,1340.28
10956,4586,349,2,967.29,0.00,1365.54,569.04
10957,4586,223,3,487.83,0.00,785.79,677.70
10958,4587,208,4,707.37,0.10,1926.64,619.89
10959,4587,379,1,250.08,0.10,133.22,91.85
10960,4587,207,1,193.59,0.10,112.39,61.84
10961,4587,442,2,199.24,0.10,259.14,99.49
10962,4587,374,1,751.98,0.10,380.22,296.56
10963,4588,427,1,722.74,0.00,406.72,316.02
10964,4589,406,4,1445.12,0.00,3306.60,2473.88
10965,4589,244,2,1034.29,0.00,954.16,1114.42
10966,4590,404,1,629.01,0.18,498.72,17.07
10967,4591,24,4,828.34,0.05,1998.04,1149.65
10968,4592,281,1,358.28,0.34,239.29,-2.83
10969,4592,27,2,305.78,0.34,286.66,116.97
10970,4593,355,1,1156.42,0.00,622.81,533.61
10971,4593,166,3,775.56,0.00,1233.03,1093.65
10972,4594,179,2,647.47,0.00,812.42,482.52
10973,4594,345,2,693.99,0.00,1026.66,361.32
10974,4595,258,1,1053.72,0.10,603.05,345.30
10975,4596,175,3,814.82,0.00,1615.20,829.26
10976,4597,290,1,711.28,0.00,519.54,191.74
10977,4597,437,2,1884.44,0.00,1736.58,2032.30
10978,4597,407,1,366.39,0.00,230.91,135.48
10979,4597,260,3,789.33,0.00,1277.31,1090.68
10980,4598,106,1,390.52,0.05,265.68,105.31
10981,4598,236,2,1348.37,0.05,1712.60,849.30
10982,4599,413,1,1636.78,0.10,781.96,691.14
10983,4599,203,2,901.17,0.10,1096.66,525.45
10984,4600,387,2,1108.14,0.05,1215.88,889.59
10985,4600,131,1,1743.73,0.05,839.90,816.64
10986,4601,210,4,115.58,0.10,298.76,117.33
10987,4602,390,2,405.19,0.00,444.24,366.14
10988,4602,300,2,1471.62,0.00,1722.40,1220.84
10989,4602,72,1,1078.91,0.00,604.17,474.74
10990,4603,128,1,133.88,0.05,67.48,59.71
10991,4603,447,1,987.76,0.05,553.35,385.02
10992,4603,392,2,447.32,0.05,562.08,287.83
10993,4604,424,2,109.51,0.10,156.84,40.28
10994,4604,42,1,485.75,0.10,274.35,162.83
10995,4604,289,2,1738.94,0.10,1799.28,1330.81
10996,4605,431,4,340.52,0.00,980.88,381.20
10997,4605,237,2,219.97,0.00,287.36,152.58
10998,4605,92,1,241.84,0.00,177.36,64.48
10999,4605,307,1,324.18,0.00,147.61,176.57
11000,4605,2,1,871.94,0.00,419.05,452.89
11001,4606,384,3,92.89,0.00,169.71,108.96
11002,4606,328,2,1452.62,0.00,1722.46,1182.78
11003,4606,225,2,316.54,0.00,346.94,286.14
11004,4607,286,1,480.66,0.00,328.54,152.12
11005,4607,331,4,1334.54,0.00,2780.80,2557.36
11006,4608,305,2,139.83,0.00,183.30,96.36
11007,4608,220,2,1355.02,0.00,1748.04,962.00
11008,4609,98,1,477.79,0.05,230.97,222.93
11009,4609,255,4,1062.39,0.05,2307.44,1729.64
11010,4610,14,2,117.86,0.00,139.86,95.86
11011,4610,217,1,195.59,0.00,136.07,59.52
11012,4611,444,4,629.70,0.10,1454.88,812.04
11013,4611,184,2,1570.19,0.10,1790.38,1035.96
11014,4611,194,1,659.42,0.10,333.97,259.51
11015,4611,74,1,1599.45,0.10,738.27,701.24
11016,4611,348,0,818.86,0.10,1296.30,177.65
11017,4612,76,3,1090.75,0.05,1604.79,1503.85
11018,4612,179,1,647.47,0.05,406.21,208.89
11019,4613,218,1,1581.41,0.05,856.41,645.93
11020,4614,449,2,845.48,0.05,938.64,667.77
11021,4614,360,1,856.71,0.05,495.15,318.72
11022,4615,336,1,766.10,0.05,508.01,219.78
11023,4615,90,3,788.85,0.05,1501.08,747.14
11024,4616,331,2,1334.54,0.00,1390.40,1278.68
11025,4617,68,2,303.42,0.05,388.88,187.62
11026,4617,38,2,841.23,0.05,782.02,816.32
11027,4618,40,1,604.78,0.35,370.51,22.60
11028,4618,77777,1,1355.02,0.35,874.02,6.74
11029,4619,366,3,639.69,0.00,1468.02,451.05
11030,4619,117,1,1248.76,0.00,604.77,643.99
11031,4620,141,4,1320.04,0.00,2504.52,2775.64
11032,4621,136,1,825.46,0.00,591.03,234.43
11033,4621,180,2,372.91,0.00,406.58,339.24
11034,4621,77777,2,1348.37,0.00,1712.60,984.14
11035,4621,330,1,262.82,0.00,177.08,85.74
11036,4622,173,4,1777.87,0.00,3559.96,3551.52
11037,4623,70,2,270.51,0.05,411.36,102.61
11038,4623,46,1,1448.12,0.05,737.49,638.22
11039,4624,77777,3,454.44,0.05,727.95,567.20
11040,4624,66,2,638.82,0.05,715.30,498.46
11041,4625,133,1,1285.62,0.00,636.18,649.44
11042,4625,87,3,157.86,0.00,244.86,228.72
11043,4625,111,4,778.62,0.00,1811.68,1302.80
11044,4625,411,1,162.19,0.00,79.00,83.19
11045,4625,224,2,1003.34,0.00,1002.22,1004.46
11046,4626,424,2,109.51,0.05,156.84,51.23
11047,4627,304,1,492.05,0.00,290.61,201.44
11048,4627,170,4,1072.70,0.00,1969.20,2321.60
11049,4627,138,2,1184.65,0.00,1131.98,1237.32
11050,4627,337,1,284.52,0.00,219.16,65.36
11051,4628,403,1,951.56,0.00,556.78,394.78
11052,4628,285,1,758.73,0.00,497.25,261.48
11053,4629,26,1,307.71,0.00,228.33,79.38
11054,4630,42,1,485.75,0.00,274.35,211.40
11055,4630,320,1,1176.12,0.00,735.10,441.02
11056,4630,196,4,1031.31,0.00,2200.20,1925.04
11057,4631,63,4,900.22,0.00,1975.16,1625.72
11058,4631,201,2,1539.52,0.00,1695.12,1383.92
11059,4631,433,4,1023.91,0.00,2257.64,1838.00
11060,4631,127,3,192.41,0.00,403.35,173.88
11061,4632,158,1,418.90,0.05,308.15,89.80
11062,4632,181,1,743.17,0.05,580.79,125.22
11063,4633,141,1,1320.04,0.10,626.13,561.91
11064,4633,299,1,949.94,0.10,517.06,337.89
11065,4633,236,2,1348.37,0.10,1712.60,714.47
11066,4633,431,4,340.52,0.10,980.88,244.99
11067,4634,443,1,617.04,0.05,383.70,202.49
11068,4634,438,2,356.76,0.05,443.94,233.90
11069,4634,277,3,1121.44,0.05,2105.31,1090.79
11070,4634,40,1,604.78,0.05,370.51,204.03
11071,4635,394,2,669.99,0.00,750.94,589.04
11072,4635,406,2,1445.12,0.00,1653.30,1236.94
11073,4635,362,4,704.17,0.00,2107.68,709.00
11074,4636,191,0,1687.13,0.16,1573.76,1260.62
11075,4636,337,3,284.52,0.16,657.48,59.51
