ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,ShippingCost
6340,16682,Unknown,2023-08-24,2023-08-28,11.31
6341,42254,UPS,2024-01-15,2024-01-17,20.32
6342,3257,UPS,2022-12-22,2022-12-26,15.11
6343,21726,DHL,2024-10-04,2024-10-07,13.21
6344,12383,"Royal Mail",2025-11-10,2025-11-15,12.78
6345,24219,"Royal Mail",2025-05-22,2025-05-23,22.37
6346,21645,DHL,2025-07-21,2025-07-26,21.66
6347,20055,Evri,2023-01-15,2023-01-18,9.18
6348,19805,DHL,2022-03-26,2022-03-27,13.59
6349,26754,UPS,2024-03-12,2024-03-18,19.33
6350,43093,DPD,2022-09-05,2022-09-09,3.92
6351,24153,DHL,2024-08-03,2024-08-07,16.54
6352,34835,DPD,2022-12-10,2022-12-14,7.02
6353,8634,DHL,2025-07-20,2025-07-22,8.59
6354,15815,DPD,2025-10-07,2025-10-13,7.58
6355,38564,DHL,2022-06-05,2022-06-11,12.81
6356,3655,UPS,2024-09-26,2024-10-03,22.56
6357,9744,DHL,2025-09-20,2025-09-26,16.11
6358,25799,DHL,2022-09-10,2022-09-14,13.08
6359,14611,"Royal Mail",2024-12-15,2024-12-22,19.29
6360,8980,Evri,2023-04-19,2023-04-23,6.73
6361,3412,UPS,2023-05-21,2023-05-23,19.32
6362,3350,DPD,2024-03-28,2024-04-03,11.02
6363,41453,DPD,2024-08-06,2024-08-12,8.97
6364,10224,Evri,2023-11-12,2023-11-13,9.22
6365,43765,Evri,2025-03-17,2025-03-23,3.36
6366,13383,DHL,2024-03-23,2024-03-25,18.28
6367,35240,"Royal Mail",2022-06-14,2022-06-15,6.38
6368,23230,UPS,2022-12-24,2022-12-28,7.10
6369,24902,DPD,2023-11-29,2023-12-06,2.77
6370,13871,DPD,2023-04-08,2023-04-10,20.24
6371,7008,"Royal Mail",2024-08-10,2024-08-15,12.35
6372,82,Evri,2023-09-22,2023-09-27,17.87
6373,37646,UPS,2022-05-29,2022-06-03,20.58
6374,15937,"Royal Mail",2022-10-12,2022-10-14,19.49
6375,24944,DPD,2025-07-21,2025-07-24,13.53
6376,13132,Evri,2024-08-20,2024-08-23,10.46
6377,14763,"Royal Mail",2023-02-11,2023-02-17,18.46
6378,46811,DPD,2024-07-27,2024-07-31,4.77
6379,29897,Evri,2023-07-26,2023-07-27,12.62
6380,48751,DHL,2023-11-24,2023-11-30,10.16
6381,48495,Evri,2022-08-10,2022-08-13,6.12
6382,45910,DPD,2023-06-04,2023-06-06,24.09
6383,44319,DHL,2024-03-05,2024-03-09,7.49
6384,44088,"Royal Mail",2022-04-14,2022-04-21,10.91
6385,5129,Evri,2025-08-15,2025-08-16,7.81
6386,770,"Royal Mail",2023-04-14,2023-04-17,3.61
6387,28325,DHL,2022-11-25,2022-11-26,6.39
6388,NULL,Evri,2025-08-07,2025-08-08,12.70
6389,29601,Evri,2025-03-21,2025-03-24,18.57
6390,4996,"Royal Mail",2025-02-18,2025-02-21,17.36
6391,42979,DHL,2022-06-10,2022-06-11,7.70
6392,26973,"Royal Mail",2024-12-05,2024-12-07,11.92
6393,5934,DPD,2025-12-06,2025-12-07,14.27
6394,15982,DHL,2024-05-29,2024-06-01,16.19
6395,18900,"Royal Mail",2022-10-06,2022-10-11,13.63
6396,36635,Evri,2025-10-18,2025-10-22,5.94
6397,113,"Royal Mail",2024-04-11,2024-04-12,6.46
6398,40584,DPD,2023-03-20,2023-03-24,11.34
6399,7832,"Royal Mail",2024-04-09,2024-04-15,7.05
6400,47337,"Royal Mail",2024-06-27,2024-07-04,17.51
6401,20009,DPD,2023-06-18,2023-06-21,15.17
6402,29539,DPD,2023-01-10,2023-01-17,3.45
6403,48669,DHL,2024-10-01,2024-10-04,15.85
6404,8162,DPD,2025-10-16,2025-10-18,22.23
6405,16985,Evri,2024-11-22,2024-11-25,10.75
6406,11888,UPS,2025-03-03,2025-03-04,18.53
6407,44110,DHL,2024-06-23,2024-06-28,3.91
6408,19743,UPS,2025-11-28,2025-12-01,19.31
6409,29860,UPS,2022-05-04,2022-05-10,4.96
6410,44094,DHL,2025-10-06,2025-10-10,4.74
6411,223,Evri,2024-07-02,2024-07-08,3.88
6412,36645,Evri,2025-05-30,2025-06-02,9.90
6413,33840,DPD,2023-06-20,2023-06-22,6.88
6414,43465,DHL,2022-03-29,2022-03-30,23.36
6415,4335,DPD,2024-07-18,2024-07-20,9.72
6416,12751,"Royal Mail",2025-12-03,2025-12-09,8.72
6417,34825,"Royal Mail",2022-12-01,2022-12-07,18.37
6418,29218,Evri,2025-05-31,2025-06-02,18.97
6419,26675,Evri,2023-05-17,2023-05-22,19.92
6420,13393,UPS,2024-04-15,2024-04-16,16.22
6421,17681,"Royal Mail",2023-05-24,2023-05-26,7.96
6422,46424,Unknown,2022-02-27,2022-03-02,13.57
6423,24157,Evri,2022-12-06,2022-12-11,23.79
6424,48208,"Royal Mail",2023-04-09,2023-04-13,21.75
6425,49635,"Royal Mail",2022-07-02,2022-07-09,19.97
6426,2603,"Royal Mail",2023-04-28,2023-05-04,22.20
6427,24053,Evri,2022-03-14,2022-03-18,24.84
6428,6477,DPD,2025-11-30,2025-12-04,3.13
6429,31569,"Royal Mail",2025-08-11,2025-08-15,15.82
6430,48776,DHL,2022-08-03,2022-08-05,24.97
6431,36123,DPD,2023-09-20,2023-09-23,16.30
6432,23600,UPS,2025-07-29,2025-08-01,9.31
6433,19756,"Royal Mail",2022-12-08,2022-12-14,21.08
6434,46527,DPD,2022-02-22,2022-02-23,7.22
6435,1095,"Royal Mail",2023-07-25,2023-08-01,5.77
6436,17045,DHL,2024-12-09,2024-12-14,10.05
6437,25699,UPS,2023-04-05,2023-04-07,14.64
6438,23778,DHL,2022-06-10,2022-06-14,17.59
6439,9675,Evri,2022-07-16,2022-07-20,16.99
6440,37371,DPD,2022-06-21,2022-06-28,3.91
6441,6738,DPD,2023-09-16,2023-09-22,20.64
6442,15110,DPD,2024-03-19,2024-03-22,16.70
6443,10038,DHL,2024-08-06,2024-08-12,21.48
6444,13534,DPD,2023-10-09,2023-10-14,8.67
6445,27905,DPD,2024-12-13,2024-12-16,10.53
6446,7890,DHL,2023-10-20,2023-10-21,12.47
6447,2598,UPS,2022-04-30,2022-05-06,6.84
6448,28475,"Royal Mail",2022-04-29,2022-05-02,21.41
6449,48276,DHL,2025-09-14,2025-09-20,8.49
6450,629,DPD,2023-06-04,2023-06-08,18.92
6451,42031,DHL,2023-01-13,2023-01-18,24.48
6452,21089,DHL,2024-08-25,2024-08-29,4.61
6453,38429,UPS,2022-02-25,2022-03-04,3.58
6454,5278,"Royal Mail",2024-09-05,2024-09-10,23.02
6455,3805,Evri,2024-02-29,2024-03-06,5.64
6456,13068,DHL,2024-09-05,2024-09-11,5.67
6457,11719,"Royal Mail",2023-07-03,2023-07-08,24.83
6458,1063,DHL,2023-03-30,2023-03-31,21.01
6459,43640,UPS,2022-06-03,2022-06-08,15.67
6460,26536,UPS,2024-08-29,2024-09-02,8.80
6461,274,UPS,2025-12-01,2025-12-06,14.96
6462,35783,Evri,2025-03-24,2025-03-26,3.91
6463,45188,"Royal Mail",2024-12-19,2024-12-20,15.33
6464,20945,"Royal Mail",2025-04-09,2025-04-14,6.08
6465,38961,DHL,2025-12-11,2025-12-17,6.11
6466,45478,Evri,2022-04-23,2022-04-26,5.78
6467,44879,"Royal Mail",2022-07-22,2022-07-25,13.40
6468,2654,DHL,2022-10-28,2022-11-04,10.63
6469,32046,DPD,2024-02-20,2024-02-24,4.38
6470,2863,Evri,2024-12-10,2024-12-15,13.67
6471,22563,DPD,2023-05-06,2023-05-09,16.15
6472,20371,Evri,2023-09-13,2023-09-17,16.41
6473,22175,DHL,2025-10-21,2025-10-26,14.35
6474,40631,DHL,2023-12-19,2023-12-26,23.62
6475,42417,DPD,2023-02-20,2023-02-27,8.37
6476,16918,Evri,2023-06-11,2023-06-16,2.58
6477,8275,DPD,2024-08-09,2024-08-13,7.16
6478,39627,"Royal Mail",2023-01-26,2023-01-31,8.37
6479,11021,"Royal Mail",2024-11-22,2024-11-27,19.28
6480,27184,Evri,2024-04-20,2024-04-26,12.58
6481,13143,UPS,2025-02-07,2025-02-12,6.34
6482,2382,"Royal Mail",2022-08-01,2022-08-06,6.72
6483,48182,DHL,2023-11-27,2023-11-28,3.17
6484,12539,DHL,2025-08-04,2025-08-11,6.34
6485,42502,"Royal Mail",2025-08-29,2025-09-03,5.85
6486,12561,DHL,2023-07-10,2023-07-11,8.51
6487,25019,DHL,2025-06-28,2025-07-03,7.24
6488,38081,"Royal Mail",2023-08-13,2023-08-17,17.40
6489,NULL,UPS,2024-05-29,2024-06-04,15.35
6490,45233,"Royal Mail",2024-11-26,2024-11-29,10.04
6491,862,"Royal Mail",2025-11-26,2025-12-02,16.53
6492,35235,"Royal Mail",2023-05-22,2023-05-25,14.54
6493,7285,DHL,2025-06-21,2025-06-22,13.53
6494,6481,DPD,2022-12-07,2022-12-14,23.77
6495,2701,Evri,2023-07-27,2023-07-29,3.82
6496,28896,"Royal Mail",2022-07-05,2022-07-09,5.28
6497,7176,DPD,2025-04-06,2025-04-08,7.02
6498,15440,Evri,2025-04-08,2025-04-13,6.96
6499,19367,Evri,2023-04-10,2023-04-11,12.00
6500,6655,DHL,2024-10-07,2024-10-09,18.48
6501,13081,DPD,2022-04-10,2022-04-14,21.60
6502,7159,Evri,2025-06-16,2025-06-19,17.36
6503,41321,UPS,2022-06-05,2022-06-09,4.52
6504,26782,DHL,2024-10-20,2024-10-27,23.63
6505,10311,DHL,2025-05-18,2025-05-21,21.20
6506,3536,Evri,2024-11-29,2024-11-30,17.37
6507,27703,"Royal Mail",2025-09-24,2025-09-30,14.51
6508,24947,"Royal Mail",2024-05-24,2024-05-26,22.14
6509,28415,DPD,2024-05-06,2024-05-13,11.59
6510,4006,UPS,2022-11-23,2022-11-25,20.64
6511,2499,UPS,2022-11-23,2022-11-30,20.57
6512,4035,Evri,2022-12-02,2022-12-03,6.36
6513,40848,"Royal Mail",2025-05-16,2025-05-20,24.40
6514,31151,DHL,2022-07-22,2022-07-26,9.93
6515,28024,UPS,2024-06-13,2024-06-14,5.44
6516,18270,DPD,2025-02-05,2025-02-08,7.75
6517,6511,DPD,2025-06-13,2025-06-18,7.04
6518,8646,Evri,2024-10-27,2024-10-30,18.20
6519,27361,"Royal Mail",2023-08-07,2023-08-12,23.08
6520,43236,DHL,2025-12-16,2025-12-18,19.48
6521,41620,Evri,2024-12-10,2024-12-12,10.39
6522,14922,UPS,2024-05-01,2024-05-03,3.04
6523,549,"Royal Mail",2025-03-09,2025-03-12,11.86
6524,259,UPS,2024-07-05,2024-07-07,14.24
6525,9673,Evri,2022-09-05,2022-09-06,15.78
6526,1722,DPD,2023-04-29,2023-05-04,16.50
6527,49798,DPD,2025-10-16,2025-10-18,13.52
6528,45606,DPD,2025-11-04,2025-11-10,23.59
6529,23671,UPS,2025-06-23,2025-06-24,9.95
6530,39721,DHL,2023-06-10,2023-06-14,19.66
6531,35589,"Royal Mail",2024-06-23,2024-06-27,3.78
6532,31454,UPS,2023-10-04,2023-10-07,17.83
6533,23388,Evri,2022-01-06,2022-01-10,22.56
6534,21317,DHL,2025-09-09,2025-09-14,13.84
6535,25561,Unknown,2025-10-17,2025-10-18,20.71
6536,44870,DPD,2023-05-12,2023-05-15,14.08
6537,14348,DPD,2024-09-08,2024-09-13,18.78
6538,34148,DHL,2023-04-10,2023-04-11,14.17
6539,44645,DPD,2022-08-29,2022-08-30,22.89
6540,31644,"Royal Mail",2022-07-21,2022-07-24,15.46
6541,37005,UPS,2025-12-19,2025-12-26,23.79
6542,2275,UPS,2023-12-15,2023-12-16,16.53
6543,15295,DHL,2024-11-23,2024-11-27,11.93
6544,13140,Evri,2023-07-06,2023-07-08,13.77
6545,696,Evri,2025-10-05,2025-10-06,6.62
6546,44519,Evri,2025-12-19,2025-12-26,4.19
6547,22008,DPD,2025-06-02,2025-06-04,4.45
6548,47731,Evri,2024-12-20,2024-12-26,17.37
6549,46716,UPS,2022-04-30,2022-05-06,6.47
6550,17667,DHL,2023-10-03,2023-10-09,11.46
6551,26478,UPS,2022-05-23,2022-05-25,10.46
6552,912,UPS,2024-04-27,2024-05-04,2.55
6553,46769,DHL,2024-03-02,2024-03-05,19.03
6554,26329,"Royal Mail",2025-02-05,2025-02-09,14.14
6555,521,Evri,2024-07-15,2024-07-21,20.86
6556,41841,Evri,2024-02-01,2024-02-08,6.18
6557,1621,DHL,2023-11-22,2023-11-24,12.07
6558,17016,UPS,2024-11-25,2024-12-01,24.94
6559,2311,Evri,2025-07-15,2025-07-18,18.37
6560,9706,DHL,2024-08-06,2024-08-13,16.00
6561,40135,Evri,2024-10-02,2024-10-05,19.27
6562,31717,DPD,2022-03-03,2022-03-05,24.05
6563,48499,Evri,2024-07-29,2024-07-30,22.90
6564,4531,DPD,2022-05-18,2022-05-23,16.40
6565,20965,DHL,2022-06-23,2022-06-28,15.89
6566,11300,"Royal Mail",2025-04-16,2025-04-19,15.86
6567,32407,Evri,2022-11-27,2022-12-04,15.95
6568,12465,DHL,2025-07-14,2025-07-20,3.77
6569,38169,UPS,2022-05-04,2022-05-09,24.31
6570,10568,DPD,2024-01-05,2024-01-12,4.52
6571,28471,Evri,2023-04-14,2023-04-20,8.21
6572,11905,Evri,2025-04-26,2025-05-02,17.47
6573,32350,Evri,2025-05-02,2025-05-08,22.57
6574,40682,DHL,2023-11-14,2023-11-21,13.23
6575,35277,UPS,2022-06-29,2022-07-02,16.22
6576,31867,DPD,2023-05-21,2023-05-24,22.25
6577,22014,Evri,2023-12-10,2023-12-12,19.28
6578,1118,Evri,2024-09-06,2024-09-13,23.27
6579,34677,DPD,2022-02-05,2022-02-11,8.99
6580,7407,UPS,2023-06-12,2023-06-16,18.11
6581,45468,UPS,2025-08-25,2025-08-28,19.30
6582,47158,Evri,2022-06-28,2022-07-02,18.90
6583,25381,Evri,2022-12-19,2022-12-21,5.63
6584,4658,"Royal Mail",2022-09-22,2022-09-29,5.37
6585,5398,Evri,2022-04-11,2022-04-16,7.59
6586,4034,"Royal Mail",2022-10-19,2022-10-25,5.86
6587,19148,"Royal Mail",2024-09-11,2024-09-17,12.11
6588,NULL,DHL,2023-05-08,2023-05-15,18.42
6589,2093,Evri,2022-11-30,2022-12-03,9.45
6590,16943,Evri,2023-09-30,2023-10-05,2.97
6591,3384,Evri,2022-12-10,2022-12-13,4.00
6592,21741,DHL,2025-10-01,2025-10-04,5.76
6593,43877,UPS,2022-04-21,2022-04-25,18.93
6594,16193,DHL,2024-12-09,2024-12-12,6.75
6595,37873,UPS,2024-12-31,2025-01-01,3.45
6596,3053,DPD,2024-09-04,2024-09-06,14.98
6597,25220,UPS,2024-06-29,2024-07-04,20.38
6598,13321,DPD,2022-12-17,2022-12-19,11.06
6599,20176,UPS,2022-08-27,2022-08-30,3.60
6600,3737,Evri,2025-06-21,2025-06-25,11.24
6601,1995,UPS,2024-06-18,2024-06-22,4.90
6602,23719,DPD,2024-08-27,2024-09-02,5.37
6603,2247,DPD,2024-06-04,2024-06-05,10.53
6604,29599,UPS,2025-07-27,2025-07-29,23.89
6605,37013,DPD,2022-12-05,2022-12-07,7.71
6606,706,DHL,2025-05-21,2025-05-22,22.86
6607,37523,"Royal Mail",2023-10-04,2023-10-05,18.58
6608,4860,DPD,2024-03-03,2024-03-10,12.15
6609,26848,DPD,2023-08-02,2023-08-03,10.58
6610,7842,DPD,2023-12-15,2023-12-16,3.04
6611,28706,UPS,2025-08-24,2025-08-28,6.47
6612,46375,DHL,2024-08-30,2024-09-06,18.18
6613,15649,Evri,2024-11-25,2024-11-27,10.77
6614,25588,UPS,2024-08-31,2024-09-03,20.60
6615,43501,"Royal Mail",2024-09-17,2024-09-23,23.56
6616,1818,"Royal Mail",2024-01-25,2024-01-28,4.22
6617,46174,Evri,2023-09-18,2023-09-24,19.06
6618,48445,UPS,2022-05-11,2022-05-16,11.29
6619,44561,DPD,2025-09-28,2025-09-29,24.39
6620,35622,DPD,2024-06-08,2024-06-13,10.61
6621,43601,DPD,2025-10-30,2025-11-05,21.03
6622,28319,DHL,2025-11-26,2025-11-30,23.46
6623,8937,UPS,2024-08-11,2024-08-15,18.73
6624,4900,"Royal Mail",2024-05-29,2024-05-30,19.78
6625,35745,DPD,2024-09-17,2024-09-18,18.31
6626,25210,Evri,2022-06-24,2022-06-25,5.44
6627,47129,Unknown,2023-07-10,2023-07-12,13.16
6628,21984,UPS,2023-04-10,2023-04-15,6.93
6629,18636,"Royal Mail",2022-09-01,2022-09-02,13.47
6630,39473,"Royal Mail",2023-06-01,2023-06-03,9.29
6631,7416,DPD,2025-04-28,2025-05-01,10.15
6632,9041,"Royal Mail",2022-10-25,2022-11-01,2.81
6633,34341,"Royal Mail",2025-11-16,2025-11-21,4.08
6634,21196,DHL,2024-08-04,2024-08-10,17.50
6635,13274,"Royal Mail",2025-11-16,2025-11-23,4.01
6636,47327,UPS,2024-06-13,2024-06-16,21.65
6637,10869,Evri,2022-12-04,2022-12-07,8.72
6638,25436,DHL,2025-04-12,2025-04-14,4.25
6639,33716,Evri,2025-07-05,2025-07-06,15.54
6640,26835,DPD,2025-05-04,2025-05-09,16.59
6641,49504,DPD,2025-10-13,2025-10-20,9.39
6642,39962,DPD,2024-11-13,2024-11-18,18.17
6643,1435,Evri,2022-04-23,2022-04-26,8.43
6644,28633,DHL,2025-11-07,2025-11-14,17.57
6645,35078,UPS,2024-09-29,2024-10-03,11.25
6646,6662,DHL,2025-04-25,2025-05-01,21.96
6647,16401,Unknown,2025-08-11,2025-08-18,14.48
6648,215,"Royal Mail",2022-04-06,2022-04-10,22.29
6649,49167,DHL,2023-11-24,2023-11-27,23.10
6650,30344,UPS,2022-02-04,2022-02-07,21.22
6651,31677,Evri,2024-10-07,2024-10-11,21.28
6652,18043,"Royal Mail",2022-07-23,2022-07-28,13.62
6653,12470,Unknown,2024-11-17,2024-11-18,17.85
6654,39071,"Royal Mail",2022-11-25,2022-11-29,7.89
6655,12257,DPD,2025-05-24,2025-05-26,24.14
6656,12731,DHL,2025-06-09,2025-06-12,12.74
6657,8397,UPS,2023-06-01,2023-06-07,12.48
6658,11749,DHL,2022-04-26,2022-04-27,20.86
6659,7694,"Royal Mail",2024-06-12,2024-06-15,15.15
6660,42652,DHL,2024-05-30,2024-06-04,17.27
6661,41102,DHL,2022-07-26,2022-07-31,6.15
6662,10083,"Royal Mail",2025-07-04,2025-07-10,22.39
6663,17026,DPD,2023-10-16,2023-10-18,4.74
6664,31210,"Royal Mail",2023-05-05,2023-05-08,3.68
6665,13396,UPS,2022-07-16,2022-07-23,10.17
6666,23729,"Royal Mail",2022-08-16,2022-08-23,17.43
6667,38100,DHL,2022-11-05,2022-11-09,11.23
6668,22084,Evri,2022-02-06,2022-02-10,18.46
6669,3255,DPD,2025-12-09,2025-12-11,10.98
6670,43287,DHL,2024-10-15,2024-10-16,6.04
6671,28766,"Royal Mail",2023-06-21,2023-06-22,16.67
6672,10247,UPS,2022-06-29,2022-07-01,7.28
6673,26584,DPD,2022-08-30,2022-08-31,17.50
6674,38035,DHL,2024-01-29,2024-02-02,19.06
6675,5199,"Royal Mail",2023-12-13,2023-12-15,5.97
6676,35317,Evri,2023-05-11,2023-05-14,9.74
6677,6008,"Royal Mail",2023-12-05,2023-12-08,24.38
6678,17260,DPD,2023-12-01,2023-12-07,4.47
6679,11413,DHL,2024-07-10,2024-07-13,5.85
6680,14248,UPS,2025-06-20,2025-06-21,17.94
6681,32223,Evri,2025-04-30,2025-05-01,13.30
6682,5454,"Royal Mail",2022-12-12,2022-12-18,11.16
6683,42531,Evri,2024-11-25,2024-11-30,16.61
6684,24745,"Royal Mail",2025-09-12,2025-09-19,24.12
6685,28796,Evri,2023-06-22,2023-06-28,10.72
6686,16716,Evri,2023-08-13,2023-08-16,16.68
6687,30028,UPS,2025-11-25,2025-11-27,7.31
6688,36497,"Royal Mail",2024-08-17,2024-08-24,5.32
6689,49271,DHL,2025-06-17,2025-06-19,22.95
6690,4957,Evri,2024-12-17,2024-12-23,14.09
6691,28389,Evri,2024-11-25,2024-12-01,5.01
6692,6423,UPS,2022-08-11,2022-08-17,22.97
6693,25888,Evri,2025-08-15,2025-08-20,5.83
6694,12023,DPD,2023-08-19,2023-08-26,7.61
6695,47989,Evri,2022-06-05,2022-06-10,9.65
6696,18744,"Royal Mail",2023-09-30,2023-10-07,13.07
6697,26785,"Royal Mail",2024-09-07,2024-09-10,4.35
6698,22469,UPS,2024-04-12,2024-04-16,10.37
6699,2228,UPS,2023-11-13,2023-11-19,22.31
6700,22105,UPS,2023-04-06,2023-04-11,12.71
6701,36573,UPS,2024-06-18,2024-06-21,12.90
6702,43494,DPD,2023-06-13,2023-06-18,22.39
6703,22743,Evri,2022-05-12,2022-05-19,3.09
6704,43150,"Royal Mail",2024-10-30,2024-10-31,14.12
6705,7545,UPS,2024-11-15,2024-11-17,16.37
6706,34286,UPS,2022-09-02,2022-09-07,5.01
6707,19992,Evri,2024-11-25,2024-11-27,9.05
6708,21295,Evri,2023-02-06,2023-02-09,7.88
6709,30311,UPS,2022-12-11,2022-12-18,9.06
6710,41478,"Royal Mail",2023-12-14,2023-12-21,13.40
6711,10307,DHL,2025-11-16,2025-11-17,22.08
6712,48198,DHL,2024-07-28,2024-07-31,17.51
6713,35882,DHL,2023-11-26,2023-11-27,14.66
6714,23751,DHL,2024-08-09,2024-08-15,12.76
6715,32250,UPS,2023-06-10,2023-06-15,21.15
6716,19609,DPD,2023-08-15,2023-08-19,3.24
6717,43094,DHL,2022-06-28,2022-07-03,24.82
6718,13196,UPS,2025-12-12,2025-12-17,2.98
6719,35860,DHL,2023-06-22,2023-06-25,9.94
6720,4206,DPD,2022-11-22,2022-11-27,20.34
6721,3414,"Royal Mail",2022-12-02,2022-12-07,20.47
6722,27794,DHL,2023-02-25,2023-02-26,17.89
6723,25506,DHL,2025-12-05,2025-12-07,17.32
6724,46080,DPD,2022-07-14,2022-07-18,8.72
6725,47584,UPS,2024-05-07,2024-05-12,19.66
6726,22435,DHL,2025-07-24,2025-07-31,17.27
6727,24449,Evri,2024-08-05,2024-08-09,12.36
6728,39687,UPS,2025-05-28,2025-05-31,14.13
6729,31058,DPD,2022-10-22,2022-10-25,6.68
6730,2104,DPD,2025-01-12,2025-01-19,20.25
6731,7896,"Royal Mail",2023-11-22,2023-11-23,10.15
6732,42684,DHL,2024-11-11,2024-11-12,8.99
6733,47709,"Royal Mail",2024-12-19,2024-12-26,15.78
6734,1638,UPS,2025-06-30,2025-07-07,14.62
6735,48639,"Royal Mail",2023-03-27,2023-04-01,16.86
6736,16183,Evri,2024-10-09,2024-10-14,23.56
6737,27663,DPD,2025-09-30,2025-10-05,6.96
6738,38196,UPS,2023-07-07,2023-07-08,21.35
6739,33345,"Royal Mail",2025-01-06,2025-01-11,11.67
6740,40058,DPD,2025-05-17,2025-05-24,6.29
6741,31155,DHL,2024-04-19,2024-04-24,12.39
6742,48812,"Royal Mail",2023-08-14,2023-08-20,8.11
6743,7795,"Royal Mail",2024-11-05,2024-11-08,18.13
6744,13699,"Royal Mail",2024-09-02,2024-09-07,3.34
6745,31769,Evri,2023-12-05,2023-12-06,19.01
6746,42095,DPD,2024-09-03,2024-09-10,7.44
6747,43054,DHL,2024-10-23,2024-10-24,22.31
6748,29317,UPS,2024-12-22,2024-12-23,11.84
6749,33437,DPD,2025-06-16,2025-06-21,9.57
6750,16811,UPS,2023-08-09,2023-08-10,19.92
6751,15482,DHL,2022-08-12,2022-08-17,19.93
6752,4138,DPD,2025-11-27,2025-12-04,5.84
6753,2831,Evri,2023-12-15,2023-12-21,3.07
6754,39487,DHL,2025-11-30,2025-12-07,20.05
6755,40930,UPS,2022-04-14,2022-04-20,4.44
6756,38674,"Royal Mail",2025-07-15,2025-07-21,18.07
6757,19577,Evri,2022-09-11,2022-09-13,21.47
6758,38416,Evri,2024-05-24,2024-05-28,17.71
6759,45670,DHL,2022-09-27,2022-10-01,21.74
6760,13661,"Royal Mail",2023-05-31,2023-06-01,24.97
6761,25305,"Royal Mail",2025-09-29,2025-10-04,18.12
6762,7935,DPD,2025-09-02,2025-09-04,14.42
6763,49959,"Royal Mail",2023-08-30,2023-08-31,15.47
6764,48559,"Royal Mail",2022-09-14,2022-09-18,9.37
6765,16467,UPS,2023-05-09,2023-05-15,3.23
6766,45404,UPS,2025-10-31,2025-11-05,23.49
6767,42536,"Royal Mail",2023-09-18,2023-09-25,14.49
6768,5771,DHL,2022-04-15,2022-04-20,7.54
6769,41219,UPS,2024-12-09,2024-12-15,16.05
6770,5413,UPS,2022-09-09,2022-09-10,23.98
6771,42393,DHL,2022-08-30,2022-09-05,6.95
6772,41363,DHL,2023-11-18,2023-11-21,21.14
6773,15348,"Royal Mail",2024-09-08,2024-09-12,16.22
6774,42862,Evri,2024-11-27,2024-11-29,10.21
6775,4119,"Royal Mail",2024-08-05,2024-08-09,3.95
6776,33883,UPS,2023-11-07,2023-11-12,6.31
6777,2328,Evri,2024-03-14,2024-03-20,18.98
6778,22187,UPS,2023-06-30,2023-07-03,22.13
6779,154,"Royal Mail",2023-10-15,2023-10-20,17.74
6780,22801,DPD,2023-01-08,2023-01-11,19.01
6781,44171,Evri,2022-11-03,2022-11-05,19.33
6782,13019,Evri,2024-12-04,2024-12-11,20.24
6783,42192,UPS,2023-10-07,2023-10-13,23.39
6784,31743,UPS,2024-12-11,2024-12-16,10.94
6785,44182,DHL,2023-09-20,2023-09-26,22.20
6786,33306,DPD,2023-10-04,2023-10-05,14.28
6787,42942,DPD,2024-04-01,2024-04-03,6.84
6788,43662,DHL,2024-04-24,2024-04-27,11.29
6789,46523,Evri,2025-07-29,2025-08-03,10.38
6790,8204,Evri,2023-01-11,2023-01-15,20.81
6791,33385,"Royal Mail",2024-03-04,2024-03-11,23.44
6792,44921,"Royal Mail",2022-01-17,2022-01-23,19.44
6793,19788,"Royal Mail",2023-11-02,2023-11-03,10.04
6794,19623,"Royal Mail",2023-07-27,2023-07-29,4.20
6795,35221,UPS,2022-10-18,2022-10-20,7.26
6796,18054,DHL,2023-11-30,2023-12-02,23.88
6797,1308,Unknown,2025-12-24,2025-12-25,6.31
6798,15029,DHL,2022-04-20,2022-04-21,15.83
6799,14465,DHL,2024-12-18,2024-12-21,17.39
6800,6885,DHL,2025-08-15,2025-08-19,16.43
6801,21658,DHL,2025-03-10,2025-03-15,12.53
6802,40851,UPS,2023-12-04,2023-12-08,3.57
6803,14188,DHL,2024-07-15,2024-07-21,20.51
6804,3158,Unknown,2025-09-05,2025-09-08,22.27
6805,27536,"Royal Mail",2025-11-03,2025-11-04,17.47
6806,25171,UPS,2024-05-13,2024-05-15,11.84
6807,14024,"Royal Mail",2023-08-11,2023-08-16,18.54
6808,23033,DPD,2023-01-23,2023-01-29,22.64
6809,1951,UPS,2023-06-18,2023-06-23,17.74
6810,26834,UPS,2023-07-10,2023-07-17,15.11
6811,43416,"Royal Mail",2022-05-03,2022-05-08,7.37
6812,12395,UPS,2025-10-15,2025-10-17,7.98
6813,43065,UPS,2022-07-28,2022-07-30,6.91
6814,13235,Unknown,2024-01-12,2024-01-14,8.59
6815,19852,Evri,2025-06-21,2025-06-22,22.96
6816,6075,DPD,2024-02-01,2024-02-03,18.39
6817,29016,DHL,2025-09-19,2025-09-20,17.87
6818,NULL,UPS,2025-11-27,2025-11-29,16.68
6819,8470,DPD,2022-04-30,2022-05-01,11.89
6820,11148,UPS,2024-11-10,2024-11-14,22.60
6821,5419,UPS,2022-08-06,2022-08-13,4.50
6822,15260,UPS,2022-11-16,2022-11-17,10.70
6823,12116,UPS,2022-08-05,2022-08-09,13.29
