ReturnID,OrderID,IsValidOrder,ReturnDate,ReturnReason,RefundAmount
1633,26340,Yes,2025-05-15,"Changed Mind",1199.89
1634,26441,Yes,2024-12-04,"Faulty Product",405.73
1635,41851,Yes,2022-08-25,Damaged,1010.94
1636,34407,Yes,2023-07-03,"Faulty Product",77.61
1637,15780,Yes,2025-05-22,"Wrong Item",497.91
1638,44590,Yes,2023-03-09,"Changed Mind",218.46
1639,46516,Yes,2024-10-11,"Changed Mind",1131.16
1640,40810,Yes,2025-11-19,"Changed Mind",536.65
1641,28382,Yes,2024-09-16,"Late Delivery",239.30
1642,8115,Yes,2023-05-07,"Wrong Item",578.91
1643,22506,Yes,2024-12-06,"Changed Mind",882.61
1644,32850,Yes,2022-07-03,"Late Delivery",942.33
1645,10859,Yes,2024-02-27,"Wrong Item",69.69
1646,43054,Yes,2024-10-25,"Late Delivery",669.11
1647,22084,Yes,2022-02-12,"Late Delivery",361.47
1648,7174,Yes,2023-06-03,"Changed Mind",74.77
1649,46422,Yes,2022-12-22,"Faulty Product",822.63
1650,44665,Yes,2024-03-22,"Wrong Item",114.29
1651,44094,Yes,2025-10-24,"Late Delivery",877.96
1652,4445,Yes,2024-12-17,"Changed Mind",1205.88
1653,6118,Yes,2023-12-29,"Faulty Product",98.15
1654,22947,Yes,2025-06-11,"Late Delivery",1310.86
1655,43425,Yes,2024-11-13,Damaged,309.25
1656,31880,Yes,2024-11-27,"Wrong Item",658.13
1657,35051,Yes,2023-08-05,"Faulty Product",1189.13
1658,4019,Yes,2025-07-09,"Late Delivery",1023.20
1659,37897,Yes,2025-09-05,"Changed Mind",1047.25
1660,27422,Yes,2022-10-13,"Faulty Product",703.96
1661,46711,Yes,2025-01-09,"Late Delivery",935.05
1662,44684,Yes,2022-11-19,"Changed Mind",36.27
1663,29218,Yes,2025-06-14,"Changed Mind",1642.06
1664,45678,Yes,2024-08-28,"Late Delivery",830.70
1665,40789,Yes,2023-04-27,"Late Delivery",729.32
1666,26662,Yes,2022-11-28,"Late Delivery",149.92
1667,48918,Yes,2025-09-10,"Wrong Item",84.22
1668,8191,Yes,2024-12-17,"Faulty Product",302.90
1669,18072,Yes,2025-09-17,"Wrong Item",608.02
1670,18120,Yes,2025-03-24,"Wrong Item",560.01
1671,36559,Yes,2025-08-07,Damaged,457.05
1672,27314,Yes,2023-11-11,"Late Delivery",977.61
1673,32609,Yes,2025-01-16,"Faulty Product",692.41
1674,6718,Yes,2025-12-04,"Late Delivery",132.79
1675,49905,Yes,2024-09-12,Damaged,287.46
1676,45071,Yes,2024-03-07,Damaged,963.49
1677,36693,Yes,2022-11-20,"Wrong Item",551.90
1678,27366,Yes,2022-02-27,"Late Delivery",728.28
1679,49418,Yes,2025-05-24,Damaged,197.68
1680,41715,Yes,2024-04-20,"Wrong Item",679.36
1681,32124,Yes,2025-02-16,"Wrong Item",312.28
1682,2289,Yes,2024-12-03,"Faulty Product",625.32
1683,21069,Yes,2023-04-12,"Wrong Item",868.78
1684,18701,Yes,2023-06-27,"Wrong Item",1183.30
1685,16217,Yes,2025-09-29,"Late Delivery",562.89
1686,6920,Yes,2022-12-02,Damaged,777.87
1687,29832,Yes,2023-12-30,"Late Delivery",1490.47
1688,22101,Yes,2024-06-20,"Wrong Item",267.54
1689,7390,Yes,2025-04-14,"Wrong Item",282.32
1690,8227,Yes,2022-06-26,"Faulty Product",216.32
1691,16599,Yes,2024-12-03,"Late Delivery",402.19
1692,45246,Yes,2024-11-05,"Wrong Item",72.24
1693,47561,Yes,2024-06-22,"Faulty Product",199.05
1694,10172,Yes,2025-02-10,"Changed Mind",32.34
1695,26263,Yes,2023-05-30,"Late Delivery",939.97
1696,32792,Yes,2022-01-15,"Wrong Item",496.01
1697,36082,Yes,2023-03-12,Damaged,185.53
1698,19896,Yes,2025-08-16,"Wrong Item",95.71
1699,15229,Yes,2023-06-22,Damaged,117.39
1700,22105,Yes,2023-04-13,"Wrong Item",1157.00
1701,42763,Yes,2024-01-08,"Wrong Item",875.17
1702,33955,Yes,2024-09-04,Damaged,754.66
1703,13333,Yes,2023-04-07,Damaged,765.14
1704,39158,Yes,2022-05-22,"Wrong Item",1655.94
1705,33501,Yes,2023-11-14,"Faulty Product",396.91
1706,23467,Yes,2022-12-26,"Changed Mind",1399.53
1707,45198,Yes,2023-08-16,"Faulty Product",1264.45
1708,13720,Yes,2025-09-03,"Late Delivery",1155.47
1709,24298,Yes,2023-06-14,"Wrong Item",914.67
1710,12411,Yes,2022-04-20,"Late Delivery",302.89
1711,7730,Yes,2022-06-14,"Wrong Item",512.85
1712,28368,Yes,2023-06-17,"Late Delivery",828.93
1713,34039,Yes,2022-10-09,"Changed Mind",1171.06
1714,19803,Yes,2024-04-07,"Faulty Product",1253.12
1715,753,Yes,2022-04-19,"Faulty Product",1093.03
1716,34573,Yes,2024-03-07,Damaged,35.81
1717,30190,Yes,2024-12-04,"Late Delivery",698.95
1718,4408,Yes,2025-11-30,"Changed Mind",603.69
1719,34633,Yes,2023-12-14,"Wrong Item",913.74
1720,26753,Yes,2024-01-12,Damaged,1155.93
1721,38081,Yes,2023-08-28,"Late Delivery",900.44
1722,36800,Yes,2023-12-04,"Late Delivery",699.50
1723,14190,Yes,2025-05-24,"Late Delivery",653.32
1724,22979,Yes,2023-12-24,"Faulty Product",1173.82
1725,20303,Yes,2023-10-20,Damaged,682.48
1726,16528,Yes,2023-06-29,"Wrong Item",597.30
1727,15424,Yes,2025-12-10,"Late Delivery",195.37
1728,2605,Yes,2023-07-27,"Changed Mind",1248.57
1729,32324,Yes,2025-12-14,Damaged,825.04
1730,39763,Yes,2024-12-04,"Wrong Item",371.21
1731,18888,Yes,2025-05-19,Damaged,1574.41
1732,18562,Yes,2022-04-30,"Wrong Item",1005.11
1733,27533,Yes,2022-03-04,"Changed Mind",231.38
1734,11025,Yes,2022-12-15,"Faulty Product",657.39
1735,24260,Yes,2025-09-07,"Faulty Product",473.10
1736,45923,Yes,2024-07-18,"Faulty Product",875.43
1737,22785,Yes,2023-10-29,"Late Delivery",264.45
1738,22198,Yes,2025-11-21,"Changed Mind",847.74
1739,10392,Yes,2024-01-07,"Faulty Product",731.99
1740,25229,Yes,2024-08-23,"Faulty Product",738.35
1741,30089,Yes,2024-01-21,"Changed Mind",417.85
1742,3904,Yes,2023-06-06,"Faulty Product",205.67
1743,8926,Yes,2024-04-30,"Late Delivery",1698.16
1744,40269,Yes,2023-12-08,"Changed Mind",716.51
1745,8028,Yes,2023-09-17,"Faulty Product",641.97
1746,24637,Yes,2022-06-30,"Wrong Item",406.71
1747,26579,Yes,2024-12-27,"Late Delivery",767.99
1748,12500,Yes,2023-04-11,"Wrong Item",582.08
1749,22903,Yes,2025-07-02,"Changed Mind",276.47
1750,9916,Yes,2022-09-19,"Faulty Product",770.59
1751,18030,Yes,2025-07-11,"Faulty Product",767.33
1752,46253,Yes,2024-12-26,"Faulty Product",1326.60
1753,2200,Yes,2025-11-30,"Wrong Item",91.74
1754,4454,Yes,2022-10-05,"Faulty Product",933.79
1755,31418,Yes,2022-03-10,"Wrong Item",416.33
1756,36514,Yes,2022-05-29,"Faulty Product",836.58
1757,37051,Yes,2024-11-23,"Faulty Product",337.45
1758,3119,Yes,2024-09-27,"Faulty Product",1209.45
1759,30637,Yes,2023-09-17,"Changed Mind",854.19
1760,31513,Yes,2024-04-24,"Faulty Product",392.52
1761,11913,Yes,2023-02-17,"Late Delivery",1236.05
1762,15266,Yes,2023-04-22,Damaged,254.20
1763,24798,Yes,2024-11-18,"Wrong Item",299.41
1764,8162,Yes,2025-10-16,Damaged,832.21
1765,17043,Yes,2024-04-21,"Wrong Item",457.27
1766,29994,Yes,2025-07-06,"Changed Mind",132.29
1767,39857,Yes,2023-07-14,"Wrong Item",634.29
1768,27042,Yes,2022-05-22,Damaged,670.42
1769,6036,Yes,2025-09-09,"Faulty Product",1152.75
1770,28441,Yes,2023-06-22,Damaged,702.44
1771,5566,Yes,2023-06-20,"Wrong Item",777.27
1772,22893,Yes,2023-07-18,"Changed Mind",576.28
1773,45291,Yes,2024-09-20,"Wrong Item",101.49
1774,37521,Yes,2023-12-12,"Late Delivery",691.17
1775,13965,Yes,2023-08-05,"Faulty Product",1007.26
1776,27785,Yes,2025-12-20,"Faulty Product",705.29
1777,9382,Yes,2024-01-27,"Faulty Product",939.71
1778,24328,Yes,2024-12-12,"Late Delivery",332.63
1779,36176,Yes,2024-08-25,"Faulty Product",1244.00
1780,13503,Yes,2025-10-06,"Faulty Product",666.61
1781,23889,Yes,2023-10-21,"Faulty Product",912.16
1782,8718,Yes,2025-04-16,"Changed Mind",931.27
1783,3402,Yes,2024-04-12,"Wrong Item",700.64
1784,4275,Yes,2024-07-11,"Faulty Product",842.99
1785,15427,Yes,2024-05-21,"Late Delivery",762.69
1786,44977,Yes,2022-05-06,"Late Delivery",686.13
1787,29971,Yes,2023-09-22,Damaged,785.58
1788,28225,Yes,2025-01-14,Damaged,751.59
1789,12362,Yes,2023-06-08,"Changed Mind",87.03
1790,18800,Yes,2025-07-18,"Wrong Item",619.27
1791,26019,Yes,2023-12-11,"Wrong Item",9.03
1792,15668,Yes,2023-01-06,"Wrong Item",1170.54
1793,11965,Yes,2025-07-18,"Faulty Product",806.52
1794,10286,Yes,2025-01-13,"Wrong Item",301.42
1795,24163,Yes,2022-04-11,"Faulty Product",1679.86
1796,44401,Yes,2025-12-12,"Late Delivery",669.45
1797,35425,Yes,2023-07-02,"Wrong Item",543.97
1798,42823,Yes,2023-12-20,Damaged,645.39
1799,2896,Yes,2026-01-01,"Wrong Item",85.36
1800,47632,Yes,2023-02-26,"Wrong Item",1268.86
1801,8193,Yes,2025-04-15,Damaged,1195.58
1802,20851,Yes,2024-12-27,"Late Delivery",404.61
1803,28198,Yes,2025-12-04,"Wrong Item",929.31
1804,43539,Yes,2023-01-01,"Changed Mind",578.11
1805,42792,Yes,2025-07-25,Damaged,112.84
1806,1890,Yes,2025-02-28,"Late Delivery",1101.47
1807,37590,Yes,2024-10-02,"Changed Mind",13.05
1808,43450,Yes,2024-12-23,Damaged,240.17
1809,9285,Yes,2023-07-11,Damaged,661.08
1810,48016,Yes,2023-12-31,Damaged,1047.08
1811,46013,Yes,2022-11-23,"Faulty Product",215.56
1812,11150,Yes,2025-06-26,Damaged,112.43
1813,35522,Yes,2022-04-03,"Faulty Product",867.05
1814,38781,Yes,2022-12-29,"Wrong Item",610.56
1815,27360,Yes,2022-02-23,"Changed Mind",1128.17
1816,6958,Yes,2023-06-18,"Late Delivery",719.08
1817,40633,Yes,2024-12-21,"Late Delivery",999.10
1818,33080,Yes,2024-04-09,"Changed Mind",405.27
1819,36705,Yes,2024-09-30,"Changed Mind",686.76
1820,4592,Yes,2024-12-15,"Changed Mind",300.54
1821,44303,Yes,2022-08-09,Damaged,985.13
1822,16278,Yes,2023-06-15,"Changed Mind",278.58
1823,37495,Yes,2024-07-13,"Faulty Product",1346.74
1824,450,Yes,2024-09-15,"Faulty Product",568.03
1825,47973,Yes,2022-06-12,"Late Delivery",289.40
1826,38541,Yes,2022-06-29,Damaged,1052.01
1827,40883,Yes,2024-12-13,"Faulty Product",1238.13
1828,28085,Yes,2022-05-04,Damaged,1132.15
1829,15395,Yes,2023-09-10,"Faulty Product",211.69
1830,11901,Yes,2022-11-30,Damaged,854.67
1831,16976,Yes,2022-07-21,"Late Delivery",230.16
1832,167,Yes,2024-07-22,Damaged,599.08
1833,35261,Yes,2022-02-14,"Changed Mind",272.42
1834,34514,Yes,2024-07-01,"Wrong Item",502.76
1835,28132,Yes,2022-07-17,"Late Delivery",294.83
1836,8622,Yes,2022-06-27,"Late Delivery",531.46
1837,12990,Yes,2022-09-28,"Faulty Product",187.01
1838,17155,Yes,2022-12-15,"Wrong Item",85.40
1839,39601,Yes,2024-12-23,"Faulty Product",1176.68
1840,11782,Yes,2025-09-18,"Faulty Product",792.32
1841,21713,Yes,2023-01-26,Damaged,1115.48
1842,18934,Yes,2024-09-01,"Changed Mind",355.32
1843,4801,Yes,2024-09-20,Damaged,280.48
1844,34086,Yes,2025-11-29,Damaged,603.55
1845,8327,Yes,2022-08-12,"Faulty Product",754.99
1846,37747,Yes,2023-07-14,"Late Delivery",423.52
1847,26339,Yes,2024-02-28,"Changed Mind",250.28
1848,37609,Yes,2023-01-29,"Changed Mind",831.09
1849,1223,Yes,2024-05-06,"Wrong Item",387.31
1850,25139,Yes,2024-06-05,"Late Delivery",486.08
1851,3734,Yes,2023-12-17,Damaged,461.63
1852,38682,Yes,2025-10-15,"Late Delivery",1480.37
1853,1528,Yes,2022-12-01,"Changed Mind",425.25
1854,33081,Yes,2022-09-23,"Faulty Product",304.92
1855,38406,Yes,2024-10-16,"Late Delivery",739.89
1856,7087,Yes,2023-12-02,"Late Delivery",583.69
1857,13498,Yes,2024-11-18,"Faulty Product",204.04
1858,1036,Yes,2022-10-17,"Wrong Item",747.30
1859,15295,Yes,2024-11-27,Damaged,1034.32
1860,10396,Yes,2024-11-03,"Wrong Item",823.68
1861,8868,Yes,2025-06-02,"Changed Mind",1013.49
1862,20119,Yes,2024-05-14,"Faulty Product",584.50
1863,25927,Yes,2022-05-18,"Wrong Item",195.54
1864,10761,Yes,2022-08-30,"Late Delivery",543.08
1865,16559,Yes,2022-08-10,"Changed Mind",1158.86
1866,3204,Yes,2024-12-09,"Changed Mind",202.81
1867,2185,Yes,2022-06-14,Damaged,980.46
1868,34544,Yes,2023-06-13,"Changed Mind",772.40
1869,444444,NO,2024-07-21,"Wrong Item",465.90
1870,47919,Yes,2023-09-01,"Wrong Item",129.50
1871,33569,Yes,2025-11-11,Damaged,551.00
1872,30649,Yes,2023-08-23,"Late Delivery",160.33
1873,11033,Yes,2025-06-23,"Faulty Product",110.74
1874,17153,Yes,2024-11-30,"Faulty Product",552.83
1875,23932,Yes,2023-09-22,"Wrong Item",852.72
1876,11091,Yes,2025-07-02,"Changed Mind",277.96
1877,42760,Yes,2024-12-12,Damaged,1670.80
1878,542,Yes,2024-09-16,"Changed Mind",1035.30
1879,15645,Yes,2022-08-31,"Faulty Product",74.36
1880,16686,Yes,2024-05-17,"Faulty Product",340.53
1881,18714,Yes,2025-02-28,"Faulty Product",540.87
1882,36358,Yes,2025-10-13,"Faulty Product",1108.97
1883,19656,Yes,2025-05-19,"Changed Mind",798.12
1884,19094,Yes,2025-09-30,Damaged,9.35
1885,38903,Yes,2024-06-01,"Late Delivery",621.75
1886,47144,Yes,2022-06-20,"Late Delivery",1218.52
1887,49035,Yes,2024-10-21,"Wrong Item",486.73
1888,30098,Yes,2022-10-11,"Late Delivery",1404.26
1889,26251,Yes,2022-07-04,"Changed Mind",676.06
1890,42264,Yes,2023-08-10,Damaged,1304.87
1891,41976,Yes,2024-12-31,Damaged,960.63
1892,4047,Yes,2022-11-26,"Changed Mind",1290.15
1893,33557,Yes,2022-12-03,"Faulty Product",410.16
1894,31671,Yes,2023-12-09,Damaged,333.62
1895,39371,Yes,2022-05-28,"Wrong Item",455.81
1896,4697,Yes,2024-08-07,"Changed Mind",802.47
1897,49604,Yes,2023-11-23,Damaged,248.03
1898,21218,Yes,2025-08-03,"Wrong Item",755.21
1899,18907,Yes,2022-12-16,"Changed Mind",211.43
1900,19691,Yes,2022-07-23,"Late Delivery",682.70
1901,24877,Yes,2023-05-17,"Wrong Item",288.83
1902,41058,Yes,2023-08-19,Damaged,531.51
1903,1704,Yes,2025-01-09,"Changed Mind",1292.24
1904,5328,Yes,2024-09-25,Damaged,1089.57
1905,29415,Yes,2024-10-25,Damaged,1325.65
1906,39035,Yes,2025-12-09,"Wrong Item",1370.85
1907,23391,Yes,2022-11-26,Damaged,702.71
1908,19371,Yes,2023-11-29,"Late Delivery",617.50
1909,43039,Yes,2022-09-25,"Faulty Product",788.99
1910,34261,Yes,2024-09-03,Damaged,77.67
1911,2560,Yes,2023-08-21,"Wrong Item",539.34
1912,29801,Yes,2022-05-03,"Changed Mind",740.73
1913,22970,Yes,2025-04-26,"Late Delivery",139.20
1914,38131,Yes,2025-04-03,Damaged,869.85
1915,24932,Yes,2025-08-10,"Faulty Product",922.63
1916,34923,Yes,2022-09-19,Damaged,355.32
1917,43801,Yes,2025-03-05,"Faulty Product",622.99
1918,2904,Yes,2024-10-15,Damaged,418.81
1919,17263,Yes,2022-10-14,"Wrong Item",789.26
1920,21917,Yes,2022-12-14,"Changed Mind",9.53
1921,38670,Yes,2025-10-06,"Wrong Item",797.17
1922,31991,Yes,2023-07-19,"Wrong Item",581.32
1923,15021,Yes,2023-05-11,"Changed Mind",218.28
1924,2825,Yes,2024-06-27,"Faulty Product",1209.44
1925,22743,Yes,2022-05-24,"Wrong Item",358.57
1926,37062,Yes,2025-05-17,"Changed Mind",1315.08
1927,10337,Yes,2024-07-16,"Changed Mind",1011.32
1928,32866,Yes,2022-09-16,"Changed Mind",901.76
1929,13172,Yes,2025-01-02,Damaged,136.09
1930,16547,Yes,2022-11-04,"Wrong Item",230.15
1931,28587,Yes,2025-05-25,"Changed Mind",754.79
1932,28685,Yes,2023-01-01,"Faulty Product",571.59
1933,9401,Yes,2024-10-04,Damaged,1388.15
1934,46695,Yes,2022-08-19,"Wrong Item",844.76
1935,15190,Yes,2023-08-13,"Changed Mind",969.57
1936,49360,Yes,2023-02-21,"Wrong Item",941.65
1937,17273,Yes,2022-08-26,"Faulty Product",396.83
1938,7361,Yes,2024-06-07,Damaged,836.54
1939,40151,Yes,2022-12-10,"Late Delivery",771.03
1940,5700,Yes,2024-06-14,"Changed Mind",128.06
1941,28726,Yes,2024-11-28,"Late Delivery",184.10
1942,31028,Yes,2025-08-27,"Changed Mind",705.83
1943,48317,Yes,2024-04-15,"Faulty Product",1235.60
1944,20658,Yes,2022-09-28,Damaged,1066.31
1945,16826,Yes,2023-09-10,"Late Delivery",658.87
1946,23317,Yes,2025-05-14,"Changed Mind",996.14
1947,23308,Yes,2025-01-10,"Changed Mind",1039.93
1948,1980,Yes,2024-02-16,"Changed Mind",208.60
1949,35731,Yes,2024-03-19,"Changed Mind",981.17
1950,13190,Yes,2023-10-27,"Faulty Product",1224.29
1951,40387,Yes,2024-04-29,Damaged,662.85
1952,49394,Yes,2023-07-19,"Wrong Item",683.99
1953,16481,Yes,2025-10-13,"Wrong Item",409.18
1954,4995,Yes,2022-10-30,"Faulty Product",879.04
1955,12432,Yes,2025-12-30,"Changed Mind",1283.67
1956,38704,Yes,2022-12-07,"Faulty Product",292.48
1957,38294,Yes,2022-07-27,"Changed Mind",852.12
1958,31678,Yes,2023-06-09,"Faulty Product",322.08
1959,49206,Yes,2024-11-26,"Changed Mind",791.84
1960,15347,Yes,2022-10-17,"Changed Mind",646.31
1961,12022,Yes,2022-08-14,"Faulty Product",1728.28
1962,8466,Yes,2024-08-16,Damaged,625.65
1963,12307,Yes,2023-04-16,"Wrong Item",894.23
1964,36568,Yes,2022-07-02,"Late Delivery",427.50
1965,14618,Yes,2022-08-05,Damaged,727.64
1966,7368,Yes,2025-12-06,"Changed Mind",121.32
1967,12693,Yes,2022-06-27,"Wrong Item",641.49
1968,37954,Yes,2023-02-03,"Late Delivery",777.64
1969,14919,Yes,2024-11-22,"Wrong Item",37.73
1970,15906,Yes,2025-12-05,"Changed Mind",1152.48
1971,32742,Yes,2023-05-28,"Late Delivery",311.92
1972,1183,Yes,2025-09-14,"Late Delivery",1290.15
1973,48235,Yes,2023-12-25,"Late Delivery",288.97
1974,17744,Yes,2023-08-16,"Changed Mind",1385.75
1975,28170,Yes,2022-10-05,"Changed Mind",232.36
1976,12677,Yes,2025-03-24,Damaged,426.19
1977,12699,Yes,2025-05-10,"Faulty Product",534.54
1978,17162,Yes,2023-12-02,Damaged,425.76
1979,17129,Yes,2023-04-21,"Changed Mind",844.36
1980,17381,Yes,2022-08-09,"Changed Mind",886.92
1981,19010,Yes,2023-09-10,"Wrong Item",910.21
1982,38559,Yes,2025-09-08,"Wrong Item",900.89
1983,31067,Yes,2024-08-26,Damaged,591.00
1984,43642,Yes,2024-02-17,"Late Delivery",522.56
1985,33176,Yes,2025-12-13,"Faulty Product",157.09
1986,10992,Yes,2025-06-10,Damaged,480.42
1987,26983,Yes,2025-02-11,"Faulty Product",1093.45
1988,3059,Yes,2024-10-27,"Wrong Item",402.52
1989,2233,Yes,2022-07-20,"Wrong Item",339.14
1990,11367,Yes,2024-08-19,"Changed Mind",207.69
1991,31092,Yes,2025-03-02,"Late Delivery",430.79
1992,1400,Yes,2022-09-01,"Wrong Item",643.25
1993,24383,Yes,2023-06-28,Damaged,864.62
1994,44554,Yes,2025-11-03,"Wrong Item",111.36
1995,14217,Yes,2023-03-24,"Wrong Item",828.64
1996,5139,Yes,2024-04-09,"Changed Mind",183.43
1997,11249,Yes,2023-09-24,"Faulty Product",82.59
1998,38711,Yes,2025-09-07,"Wrong Item",191.57
1999,23692,Yes,2022-04-04,"Changed Mind",1116.30
2000,4468,Yes,2024-05-19,"Wrong Item",1028.75
2001,31256,Yes,2022-05-02,"Late Delivery",352.47
2002,4471,Yes,2022-03-22,"Late Delivery",948.37
2003,8813,Yes,2024-03-25,Damaged,924.54
2004,24026,Yes,2022-12-28,"Faulty Product",853.98
2005,3063,Yes,2022-03-04,"Wrong Item",647.35
2006,43885,Yes,2022-12-25,"Late Delivery",420.45
2007,39356,Yes,2025-07-21,"Changed Mind",314.70
2008,48155,Yes,2024-09-14,"Changed Mind",693.55
2009,32915,Yes,2022-12-11,"Wrong Item",429.11
2010,24954,Yes,2023-02-18,Damaged,116.06
2011,10917,Yes,2024-07-02,Damaged,196.08
2012,44564,Yes,2024-12-03,"Changed Mind",601.58
2013,13663,Yes,2022-10-14,"Changed Mind",197.52
2014,36870,Yes,2024-08-20,"Late Delivery",638.49
2015,18548,Yes,2025-08-30,"Changed Mind",278.30
2016,444444,NO,2022-10-24,Damaged,640.63
2017,45744,Yes,2022-05-07,Damaged,245.22
2018,31339,Yes,2023-09-19,Damaged,600.58
2019,19112,Yes,2025-01-11,"Faulty Product",1428.18
2020,24571,Yes,2023-04-01,"Late Delivery",960.36
2021,36264,Yes,2023-02-17,Damaged,467.96
2022,22871,Yes,2025-08-12,"Wrong Item",320.66
2023,49128,Yes,2023-08-27,"Faulty Product",973.98
2024,41326,Yes,2024-06-25,"Late Delivery",1066.26
2025,17553,Yes,2024-06-20,Damaged,901.08
2026,29527,Yes,2022-10-21,"Changed Mind",234.10
2027,45419,Yes,2023-04-10,"Faulty Product",932.39
2028,15513,Yes,2022-01-28,"Wrong Item",416.04
2029,21208,Yes,2023-11-26,"Faulty Product",928.10
2030,2239,Yes,2022-08-17,"Wrong Item",69.91
2031,47900,Yes,2022-11-30,Damaged,1012.65
2032,35934,Yes,2024-10-01,Damaged,694.07
2033,14995,Yes,2024-03-03,"Changed Mind",377.02
2034,5579,Yes,2022-05-25,"Faulty Product",251.45
2035,25877,Yes,2025-08-13,Damaged,555.07
2036,8453,Yes,2024-07-18,"Faulty Product",535.20
2037,36218,Yes,2023-08-31,"Late Delivery",507.59
2038,13054,Yes,2023-11-30,"Late Delivery",1776.38
2039,27253,Yes,2024-11-08,"Wrong Item",233.91
2040,38114,Yes,2023-10-25,"Changed Mind",1029.72
2041,41366,Yes,2022-09-10,"Faulty Product",493.47
2042,22022,Yes,2023-12-11,"Late Delivery",843.25
2043,23867,Yes,2025-09-16,Damaged,849.71
2044,16035,Yes,2025-06-01,Damaged,662.02
2045,5484,Yes,2025-11-29,"Late Delivery",829.64
2046,44535,Yes,2023-01-17,Damaged,223.89
2047,49471,Yes,2023-06-09,"Late Delivery",638.89
2048,40875,Yes,2024-08-31,"Faulty Product",611.07
2049,35119,Yes,2022-08-24,"Late Delivery",1106.90
2050,33332,Yes,2022-08-29,Damaged,380.36
2051,20985,Yes,2022-06-17,"Changed Mind",1228.49
2052,41343,Yes,2024-07-19,"Faulty Product",682.79
2053,2298,Yes,2024-09-22,"Faulty Product",1062.20
2054,21337,Yes,2024-10-22,"Changed Mind",636.73
2055,33931,Yes,2024-05-03,"Faulty Product",105.72
2056,12277,Yes,2025-05-03,"Changed Mind",453.61
2057,24905,Yes,2024-09-14,"Late Delivery",294.45
2058,1969,Yes,2025-04-27,"Faulty Product",191.50
2059,34229,Yes,2022-09-18,Damaged,1035.67
2060,47630,Yes,2022-04-14,"Late Delivery",397.32
2061,33345,Yes,2025-01-12,Damaged,868.90
2062,4743,Yes,2025-05-27,"Late Delivery",957.00
2063,33997,Yes,2024-03-22,Damaged,1010.31
2064,24664,Yes,2025-01-12,"Faulty Product",1127.75
2065,3538,Yes,2025-05-20,Damaged,150.14
2066,20523,Yes,2024-09-24,"Late Delivery",1147.40
2067,1881,Yes,2025-12-07,Damaged,934.39
2068,25247,Yes,2024-04-30,"Faulty Product",73.97
2069,44219,Yes,2025-02-18,"Faulty Product",1002.36
2070,15667,Yes,2025-12-13,"Faulty Product",206.49
2071,45323,Yes,2025-07-18,"Changed Mind",1254.58
2072,11480,Yes,2024-12-26,Damaged,1096.95
2073,24395,Yes,2023-06-25,"Wrong Item",316.22
2074,32987,Yes,2024-12-06,Damaged,199.33
2075,32220,Yes,2022-12-10,"Late Delivery",454.67
2076,34247,Yes,2025-07-05,"Faulty Product",1536.68
2077,5804,Yes,2025-07-29,"Wrong Item",392.75
2078,21625,Yes,2023-08-08,"Wrong Item",253.49
2079,22920,Yes,2024-12-17,"Late Delivery",600.47
2080,30971,Yes,2025-12-19,"Wrong Item",837.76
2081,29435,Yes,2025-04-22,"Wrong Item",718.97
2082,38284,Yes,2023-08-13,"Wrong Item",226.02
2083,15192,Yes,2024-09-14,"Faulty Product",207.80
2084,10326,Yes,2023-08-07,"Faulty Product",242.02
2085,9288,Yes,2022-07-23,Damaged,270.70
2086,15720,Yes,2023-11-22,"Wrong Item",946.93
2087,1385,Yes,2023-06-28,"Wrong Item",967.11
2088,22300,Yes,2025-01-19,"Changed Mind",1111.36
2089,25644,Yes,2022-10-07,"Late Delivery",884.90
2090,44400,Yes,2022-01-18,"Changed Mind",666.70
2091,6504,Yes,2024-08-22,"Wrong Item",1172.38
2092,38454,Yes,2024-12-09,"Faulty Product",560.19
2093,22738,Yes,2024-12-01,Damaged,442.40
2094,10190,Yes,2022-09-11,"Wrong Item",1646.73
2095,36404,Yes,2023-07-17,Damaged,931.03
2096,43249,Yes,2023-01-03,"Wrong Item",419.68
2097,25329,Yes,2024-01-15,Damaged,900.97
2098,24572,Yes,2024-03-20,Damaged,574.42
2099,34478,Yes,2023-06-01,"Wrong Item",68.99
2100,47745,Yes,2024-06-25,"Faulty Product",1327.97
2101,10510,Yes,2022-12-01,"Faulty Product",1013.60
2102,2117,Yes,2024-12-02,"Changed Mind",571.16
2103,17371,Yes,2025-06-09,"Wrong Item",78.67
2104,11055,Yes,2022-11-11,"Changed Mind",849.63
2105,34360,Yes,2025-12-17,"Wrong Item",687.79
2106,20402,Yes,2023-04-09,"Wrong Item",429.08
2107,29276,Yes,2022-09-15,"Wrong Item",1542.76
2108,12149,Yes,2022-03-03,"Wrong Item",770.27
2109,41538,Yes,2023-12-23,"Wrong Item",989.63
2110,9571,Yes,2023-06-10,"Changed Mind",682.40
2111,39899,Yes,2022-12-12,"Faulty Product",768.50
2112,43570,Yes,2025-11-15,"Wrong Item",397.56
2113,444444,NO,2022-06-23,"Late Delivery",1337.36
2114,40571,Yes,2025-06-07,"Changed Mind",163.17
2115,49840,Yes,2024-04-23,"Changed Mind",756.62
2116,39799,Yes,2022-07-22,"Faulty Product",1649.08
2117,17559,Yes,2022-10-29,"Changed Mind",570.76
2118,6795,Yes,2024-01-01,"Late Delivery",1230.94
2119,11768,Yes,2022-03-26,Damaged,332.96
2120,200,Yes,2024-07-14,"Late Delivery",718.69
